ticker,isu_cd,market,first_common_date,last_common_date,numeric_or_alpha,currently_common,historical_only,requested_start,requested_end,authority_source,authority_quality,expected_observation_count,actual_source_row_count,matched_expected_count,missing_expected_count,unexpected_source_date_count,first_actual_date,last_actual_date,source_status,coverage_status,acquisition_status,attempt_count,retry_count,reused_without_network,stored_row_count,stored_start,stored_end,duplicate_count,invalid_ohlc_count,future_row_count,post_write_verified,error_type,error_message_sanitized,updated_at
003490,KR7003490000,KOSPI,2010-01-04,2026-08-21,numeric,True,False,2010-01-04,2026-08-21,PIT_COMMON_INTERVAL_CALENDAR,PIT_CALENDAR_APPROXIMATION,4095,0,0,4095,0,,,ERROR,PARTIAL_EXPECTED_COVERAGE,ERROR,2,1,False,0,,,0,0,0,False,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-08-22 00:00:00'), Timestamp('2014-08-26 00:00:00'), Timestamp('2014-09-04 00:00:00'), Timestamp('2014-11-07 00:00:00'), Timestamp('2014-11-21 00:00:00'), Timestamp('2015-02-26 00:00:00'), Timestamp('2015-10-20 00:00:00'), Timestamp('2015-11-30 00:00:00'), Timestamp('2016-02-19 00:00:00'), Timestamp('2016-02-22 00:00:00'), Timestamp('2016-03-03 00:00:00'), Timestamp('2016-06-27 00:00:00'), Timestamp('2016-07-25 00:00:00'), Timestamp('2017-01-03 00:00:00'), Timestamp('2017-02-01 00:00:00'), Timestamp('2017-02-10 00:00:00'), Timestamp('2017-09-19 00:00:00'), Timestamp('2018-04-03 00:00:00'), Timestamp('2018-08-09 00:00:00'), Timestamp('2018-10-25 00:00:00'), Timestamp('2018-11-14 00:00:00'), Timestamp('2018-11-29 00:00:00'), Timestamp('2019-07-19 00:00:00')]",2026-08-27T21:13:30.098929+00:00
003520,KR7003520004,KOSPI,2010-01-04,2026-08-21,numeric,True,False,2010-01-04,2026-08-21,PIT_COMMON_INTERVAL_CALENDAR,PIT_CALENDAR_APPROXIMATION,4095,2996,2996,1099,0,2014-06-09,2026-08-21,SUCCESS,PARTIAL_EXPECTED_COVERAGE,PARTIAL,1,0,False,2996,2014-06-09,2026-08-21,0,0,0,True,,,2026-08-27T21:13:30.762275+00:00
003530,KR7003530003,KOSPI,2010-01-04,2026-08-21,numeric,True,False,2010-01-04,2026-08-21,PIT_COMMON_INTERVAL_CALENDAR,PIT_CALENDAR_APPROXIMATION,4095,2996,2996,1099,0,2014-06-09,2026-08-21,SUCCESS,PARTIAL_EXPECTED_COVERAGE,PARTIAL,1,0,False,2996,2014-06-09,2026-08-21,0,0,0,True,,,2026-08-27T21:13:31.460637+00:00
003540,KR7003540002,KOSPI,2010-01-04,2026-08-21,numeric,True,False,2010-01-04,2026-08-21,PIT_COMMON_INTERVAL_CALENDAR,PIT_CALENDAR_APPROXIMATION,4095,2996,2996,1099,0,2014-06-09,2026-08-21,SUCCESS,PARTIAL_EXPECTED_COVERAGE,PARTIAL,1,0,False,2996,2014-06-09,2026-08-21,0,0,0,True,,,2026-08-27T21:13:32.179497+00:00
003550,KR7003550001,KOSPI,2010-01-04,2026-08-21,numeric,True,False,2010-01-04,2026-08-21,PIT_COMMON_INTERVAL_CALENDAR,PIT_CALENDAR_APPROXIMATION,4095,2978,2978,1117,0,2014-06-09,2026-08-21,SUCCESS,PARTIAL_EXPECTED_COVERAGE,PARTIAL,1,0,False,2978,2014-06-09,2026-08-21,0,0,0,True,,,2026-08-27T21:13:33.061262+00:00
003560,KR7003560000,KOSPI,2010-01-04,2026-01-14,numeric,False,True,2010-01-04,2026-01-14,PIT_COMMON_INTERVAL_CALENDAR,PIT_CALENDAR_APPROXIMATION,3948,0,0,3948,0,,,ERROR,PARTIAL_EXPECTED_COVERAGE,ERROR,2,1,False,0,,,0,0,0,False,MarketDataError,수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2016-06-28 00:00:00')],2026-08-27T21:13:34.278685+00:00
003570,KR7003570009,KOSPI,2010-01-04,2026-08-21,numeric,True,False,2010-01-04,2026-08-21,PIT_COMMON_INTERVAL_CALENDAR,PIT_CALENDAR_APPROXIMATION,4095,2996,2996,1099,0,2014-06-09,2026-08-21,SUCCESS,PARTIAL_EXPECTED_COVERAGE,PARTIAL,1,0,False,2996,2014-06-09,2026-08-21,0,0,0,True,,,2026-08-27T21:13:35.035677+00:00
003580,KR7003580008,KOSPI,2010-01-04,2026-08-21,numeric,True,False,2010-01-04,2026-08-21,PIT_COMMON_INTERVAL_CALENDAR,PIT_CALENDAR_APPROXIMATION,4095,2967,2967,1128,0,2014-06-09,2026-08-21,SUCCESS,PARTIAL_EXPECTED_COVERAGE,PARTIAL,1,0,False,2967,2014-06-09,2026-08-21,0,0,0,True,,,2026-08-27T21:13:35.742229+00:00
003600,KR7003600004,KOSPI,2010-01-04,2015-08-13,numeric,False,True,2010-01-04,2015-08-13,PIT_COMMON_INTERVAL_CALENDAR,PIT_CALENDAR_APPROXIMATION,1393,1382,1382,11,0,2010-01-04,2015-07-29,SUCCESS,PARTIAL_EXPECTED_COVERAGE,PARTIAL,1,0,False,1382,2010-01-04,2015-07-29,0,0,0,True,,,2026-08-27T21:13:36.446892+00:00
003610,KR7003610003,KOSPI,2010-01-04,2026-08-21,numeric,True,False,2010-01-04,2026-08-21,PIT_COMMON_INTERVAL_CALENDAR,PIT_CALENDAR_APPROXIMATION,4095,2981,2981,1114,0,2014-06-09,2026-08-21,SUCCESS,PARTIAL_EXPECTED_COVERAGE,PARTIAL,1,0,False,2981,2014-06-09,2026-08-21,0,0,0,True,,,2026-08-27T21:13:37.605623+00:00
003620,KR7003620002,KOSPI,2010-01-04,2026-08-21,numeric,True,False,2010-01-04,2026-08-21,PIT_COMMON_INTERVAL_CALENDAR,PIT_CALENDAR_APPROXIMATION,4095,0,0,4095,0,,,ERROR,PARTIAL_EXPECTED_COVERAGE,ERROR,2,1,False,0,,,0,0,0,False,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-06-12 00:00:00'), Timestamp('2014-06-18 00:00:00'), Timestamp('2014-06-27 00:00:00'), Timestamp('2014-10-02 00:00:00'), Timestamp('2014-11-13 00:00:00'), Timestamp('2015-03-12 00:00:00'), Timestamp('2015-04-02 00:00:00'), Timestamp('2015-04-10 00:00:00'), Timestamp('2015-04-14 00:00:00'), Timestamp('2015-04-23 00:00:00'), Timestamp('2015-07-07 00:00:00'), Timestamp('2015-07-16 00:00:00'), Timestamp('2015-08-21 00:00:00'), Timestamp('2015-08-28 00:00:00'), Timestamp('2015-08-31 00:00:00'), Timestamp('2015-09-10 00:00:00'), Timestamp('2015-12-17 00:00:00'), Timestamp('2016-02-16 00:00:00'), Timestamp('2016-04-14 00:00:00'), Timestamp('2016-06-09 00:00:00'), Timestamp('2016-11-15 00:00:00'), Timestamp('2016-12-13 00:00:00'), Timestamp('2017-01-31 00:00:00'), Timestamp('2017-04-12 00:00:00'), Timestamp('2017-05-11 00:00:00'), Timestamp('2017-07-24 00:00:00'), Timestamp('2017-08-02 00:00:00'), Timestamp('2017-10-20 00:00:00'), Timestamp('2017-11-03 00:00:00'), Timestamp('2017-11-14 00:00:00'), Timestamp('2017-12-12 00:00:00'), Timestamp('2018-01-09 00:00:00'), Timestamp('2018-01-17 00:00:00'), Timestamp('2018-03-15 00:00:00'), Timestamp('2018-04-30 00:00:00'), Timestamp('2018-06-15 00:00:00'), Timestamp('2018-09-07 00:00:00'), Timestamp('2018-11-06 00:00:00'), Timestamp('2018-11-19 00:00:00'), Timestamp('2018-11-26 00:00:00'), Timestamp('2019-02-27 00:00:00'), Timestamp('2019-03-14 00:00:00'), Timestamp('2019-03-15 00:00:00'), Timestamp('2019-03-20 00:00:00'), Timestamp('2019-04-03 00:00:00'), Timestamp('2019-07-25 00:00:00'), Timestamp('2019-08-19 00:00:00'), Timestamp('2019-10-14 00:00:00'), Timestamp('2020-02-25 00:00:00'), Timestamp('2020-03-06 00:00:00'), Timestamp('2020-06-19 00:00:00'), Timestamp('2020-06-22 00:00:00'), Timestamp('2020-06-23 00:00:00'), Timestamp('2020-09-14 00:00:00'), Timestamp('2020-11-20 00:00:00')]",2026-08-27T21:13:39.128990+00:00
003640,KR7003640000,KOSPI,2010-01-04,2015-01-15,numeric,False,True,2010-01-04,2015-01-15,PIT_COMMON_INTERVAL_CALENDAR,PIT_CALENDAR_APPROXIMATION,1249,1236,1236,13,0,2010-01-04,2014-12-24,SUCCESS,PARTIAL_EXPECTED_COVERAGE,PARTIAL,1,0,False,1236,2010-01-04,2014-12-24,0,0,0,True,,,2026-08-27T21:13:39.681426+00:00
003650,KR7003650009,KOSPI,2010-01-04,2026-08-21,numeric,True,False,2010-01-04,2026-08-21,PIT_COMMON_INTERVAL_CALENDAR,PIT_CALENDAR_APPROXIMATION,4095,2996,2996,1099,0,2014-06-09,2026-08-21,SUCCESS,PARTIAL_EXPECTED_COVERAGE,PARTIAL,1,0,False,2996,2014-06-09,2026-08-21,0,0,0,True,,,2026-08-27T21:13:40.269333+00:00
003670,KR7003670007,"KOSDAQ,KOSPI",2010-01-04,2026-08-21,numeric,True,False,2010-01-04,2026-08-21,PIT_COMMON_INTERVAL_CALENDAR,PIT_CALENDAR_APPROXIMATION,4095,0,0,4095,0,,,ERROR,PARTIAL_EXPECTED_COVERAGE,ERROR,2,1,False,0,,,0,0,0,False,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-06-25 00:00:00'), Timestamp('2014-06-26 00:00:00'), Timestamp('2014-08-22 00:00:00'), Timestamp('2014-11-27 00:00:00'), Timestamp('2014-12-02 00:00:00'), Timestamp('2014-12-15 00:00:00')]",2026-08-27T21:13:41.217777+00:00
003680,KR7003680006,KOSPI,2010-01-04,2026-08-21,numeric,True,False,2010-01-04,2026-08-21,PIT_COMMON_INTERVAL_CALENDAR,PIT_CALENDAR_APPROXIMATION,4095,2995,2995,1100,0,2014-06-09,2026-08-21,SUCCESS,PARTIAL_EXPECTED_COVERAGE,PARTIAL,1,0,False,2995,2014-06-09,2026-08-21,0,0,0,True,,,2026-08-27T21:13:41.780999+00:00
003690,KR7003690005,KOSPI,2010-01-04,2026-08-21,numeric,True,False,2010-01-04,2026-08-21,PIT_COMMON_INTERVAL_CALENDAR,PIT_CALENDAR_APPROXIMATION,4095,2996,2996,1099,0,2014-06-09,2026-08-21,SUCCESS,PARTIAL_EXPECTED_COVERAGE,PARTIAL,1,0,False,2996,2014-06-09,2026-08-21,0,0,0,True,,,2026-08-27T21:13:42.368457+00:00
003720,KR7003720000,KOSPI,2010-01-04,2026-08-21,numeric,True,False,2010-01-04,2026-08-21,PIT_COMMON_INTERVAL_CALENDAR,PIT_CALENDAR_APPROXIMATION,4095,2996,2996,1099,0,2014-06-09,2026-08-21,SUCCESS,PARTIAL_EXPECTED_COVERAGE,PARTIAL,1,0,False,2996,2014-06-09,2026-08-21,0,0,0,True,,,2026-08-27T21:13:42.954246+00:00
003780,KR7003780004,KOSPI,2010-01-04,2026-08-21,numeric,True,False,2010-01-04,2026-08-21,PIT_COMMON_INTERVAL_CALENDAR,PIT_CALENDAR_APPROXIMATION,4095,2996,2996,1099,0,2014-06-09,2026-08-21,SUCCESS,PARTIAL_EXPECTED_COVERAGE,PARTIAL,1,0,False,2996,2014-06-09,2026-08-21,0,0,0,True,,,2026-08-27T21:13:43.530650+00:00
003800,KR7003800000,KOSDAQ,2010-01-04,2026-08-21,numeric,True,False,2010-01-04,2026-08-21,PIT_COMMON_INTERVAL_CALENDAR,PIT_CALENDAR_APPROXIMATION,4095,2993,2993,1102,0,2014-06-09,2026-08-21,SUCCESS,PARTIAL_EXPECTED_COVERAGE,PARTIAL,1,0,False,2993,2014-06-09,2026-08-21,0,0,0,True,,,2026-08-27T21:13:44.047938+00:00
003830,KR7003830007,KOSPI,2010-01-04,2026-08-21,numeric,True,False,2010-01-04,2026-08-21,PIT_COMMON_INTERVAL_CALENDAR,PIT_CALENDAR_APPROXIMATION,4095,2996,2996,1099,0,2014-06-09,2026-08-21,SUCCESS,PARTIAL_EXPECTED_COVERAGE,PARTIAL,1,0,False,2996,2014-06-09,2026-08-21,0,0,0,True,,,2026-08-27T21:13:44.618003+00:00
003850,KR7003850005,KOSPI,2010-01-04,2026-08-21,numeric,True,False,2010-01-04,2026-08-21,PIT_COMMON_INTERVAL_CALENDAR,PIT_CALENDAR_APPROXIMATION,4095,0,0,4095,0,,,ERROR,PARTIAL_EXPECTED_COVERAGE,ERROR,2,1,False,0,,,0,0,0,False,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-07-02 00:00:00'), Timestamp('2014-07-14 00:00:00'), Timestamp('2014-07-29 00:00:00'), Timestamp('2014-09-16 00:00:00'), Timestamp('2014-11-07 00:00:00'), Timestamp('2014-12-02 00:00:00'), Timestamp('2014-12-03 00:00:00'), Timestamp('2014-12-12 00:00:00'), Timestamp('2014-12-16 00:00:00'), Timestamp('2015-09-18 00:00:00'), Timestamp('2015-10-20 00:00:00'), Timestamp('2015-12-18 00:00:00'), Timestamp('2016-01-05 00:00:00'), Timestamp('2016-01-06 00:00:00'), Timestamp('2016-04-22 00:00:00'), Timestamp('2016-05-10 00:00:00'), Timestamp('2016-09-01 00:00:00'), Timestamp('2016-10-18 00:00:00'), Timestamp('2016-12-09 00:00:00'), Timestamp('2016-12-15 00:00:00'), Timestamp('2017-02-13 00:00:00'), Timestamp('2017-05-11 00:00:00'), Timestamp('2017-06-07 00:00:00'), Timestamp('2017-10-17 00:00:00'), Timestamp('2017-11-01 00:00:00'), Timestamp('2018-01-22 00:00:00'), Timestamp('2018-04-13 00:00:00'), Timestamp('2018-09-06 00:00:00'), Timestamp('2018-10-31 00:00:00'), Timestamp('2019-02-14 00:00:00'), Timestamp('2020-03-24 00:00:00'), Timestamp('2020-03-31 00:00:00')]",2026-08-27T21:13:45.505367+00:00
003920,KR7003920006,KOSPI,2010-01-04,2026-08-21,numeric,True,False,2010-01-04,2026-08-21,PIT_COMMON_INTERVAL_CALENDAR,PIT_CALENDAR_APPROXIMATION,4095,2987,2987,1108,0,2014-06-09,2026-08-21,SUCCESS,PARTIAL_EXPECTED_COVERAGE,PARTIAL,1,0,False,2987,2014-06-09,2026-08-21,0,0,0,True,,,2026-08-27T21:13:46.079510+00:00
003940,KR7003940004,KOSPI,2010-01-04,2016-01-20,numeric,False,True,2010-01-04,2016-01-20,PIT_COMMON_INTERVAL_CALENDAR,PIT_CALENDAR_APPROXIMATION,1500,1467,1467,33,0,2010-01-04,2015-12-28,SUCCESS,PARTIAL_EXPECTED_COVERAGE,PARTIAL,1,0,False,1467,2010-01-04,2015-12-28,0,0,0,True,,,2026-08-27T21:13:46.699307+00:00
003960,KR7003960002,KOSPI,2010-01-04,2026-08-21,numeric,True,False,2010-01-04,2026-08-21,PIT_COMMON_INTERVAL_CALENDAR,PIT_CALENDAR_APPROXIMATION,4095,2996,2996,1099,0,2014-06-09,2026-08-21,SUCCESS,PARTIAL_EXPECTED_COVERAGE,PARTIAL,1,0,False,2996,2014-06-09,2026-08-21,0,0,0,True,,,2026-08-27T21:13:47.279891+00:00
004000,KR7004000006,KOSPI,2010-01-04,2026-08-21,numeric,True,False,2010-01-04,2026-08-21,PIT_COMMON_INTERVAL_CALENDAR,PIT_CALENDAR_APPROXIMATION,4095,2996,2996,1099,0,2014-06-09,2026-08-21,SUCCESS,PARTIAL_EXPECTED_COVERAGE,PARTIAL,1,0,False,2996,2014-06-09,2026-08-21,0,0,0,True,,,2026-08-27T21:13:47.907416+00:00
004010,KR7004010005,KOSPI,2010-01-04,2013-01-21,numeric,False,True,2010-01-04,2013-01-21,PIT_COMMON_INTERVAL_CALENDAR,PIT_CALENDAR_APPROXIMATION,761,745,745,16,0,2010-01-04,2012-12-26,SUCCESS,PARTIAL_EXPECTED_COVERAGE,PARTIAL,1,0,False,745,2010-01-04,2012-12-26,0,0,0,True,,,2026-08-27T21:13:48.487865+00:00
004020,KR7004020004,KOSPI,2010-01-04,2026-08-21,numeric,True,False,2010-01-04,2026-08-21,PIT_COMMON_INTERVAL_CALENDAR,PIT_CALENDAR_APPROXIMATION,4095,2996,2996,1099,0,2014-06-09,2026-08-21,SUCCESS,PARTIAL_EXPECTED_COVERAGE,PARTIAL,1,0,False,2996,2014-06-09,2026-08-21,0,0,0,True,,,2026-08-27T21:13:48.910150+00:00
004060,KR7004060000,KOSPI,2010-01-04,2026-08-21,numeric,True,False,2010-01-04,2026-08-21,PIT_COMMON_INTERVAL_CALENDAR,PIT_CALENDAR_APPROXIMATION,4095,2996,2996,1099,0,2014-06-09,2026-08-21,SUCCESS,PARTIAL_EXPECTED_COVERAGE,PARTIAL,1,0,False,2996,2014-06-09,2026-08-21,0,0,0,True,,,2026-08-27T21:13:49.506927+00:00
004080,KR7004080008,KOSPI,2010-01-04,2026-08-21,numeric,True,False,2010-01-04,2026-08-21,PIT_COMMON_INTERVAL_CALENDAR,PIT_CALENDAR_APPROXIMATION,4095,2996,2996,1099,0,2014-06-09,2026-08-21,SUCCESS,PARTIAL_EXPECTED_COVERAGE,PARTIAL,1,0,False,2996,2014-06-09,2026-08-21,0,0,0,True,,,2026-08-27T21:13:50.085782+00:00
004090,KR7004090007,KOSPI,2010-01-04,2026-08-21,numeric,True,False,2010-01-04,2026-08-21,PIT_COMMON_INTERVAL_CALENDAR,PIT_CALENDAR_APPROXIMATION,4095,2993,2993,1102,0,2014-06-09,2026-08-21,SUCCESS,PARTIAL_EXPECTED_COVERAGE,PARTIAL,1,0,False,2993,2014-06-09,2026-08-21,0,0,0,True,,,2026-08-27T21:13:50.689116+00:00
004100,KR7004100004,KOSPI,2010-01-04,2026-08-21,numeric,True,False,2010-01-04,2026-08-21,PIT_COMMON_INTERVAL_CALENDAR,PIT_CALENDAR_APPROXIMATION,4095,2985,2985,1110,0,2014-06-09,2026-08-21,SUCCESS,PARTIAL_EXPECTED_COVERAGE,PARTIAL,1,0,False,2985,2014-06-09,2026-08-21,0,0,0,True,,,2026-08-27T21:13:51.288118+00:00
004130,KR7004130001,KOSPI,2010-01-04,2018-12-18,numeric,False,True,2010-01-04,2018-12-18,PIT_COMMON_INTERVAL_CALENDAR,PIT_CALENDAR_APPROXIMATION,2213,2199,2199,14,0,2010-01-04,2018-11-28,SUCCESS,PARTIAL_EXPECTED_COVERAGE,PARTIAL,1,0,False,2199,2010-01-04,2018-11-28,0,0,0,True,,,2026-08-27T21:13:51.884520+00:00
004140,KR7004140000,KOSPI,2010-01-04,2026-08-21,numeric,True,False,2010-01-04,2026-08-21,PIT_COMMON_INTERVAL_CALENDAR,PIT_CALENDAR_APPROXIMATION,4095,0,0,4095,0,,,ERROR,PARTIAL_EXPECTED_COVERAGE,ERROR,2,1,False,0,,,0,0,0,False,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2015-03-26 00:00:00'), Timestamp('2015-09-10 00:00:00')]",2026-08-27T21:13:52.797732+00:00
004150,KR7004150009,KOSPI,2010-01-04,2026-08-21,numeric,True,False,2010-01-04,2026-08-21,PIT_COMMON_INTERVAL_CALENDAR,PIT_CALENDAR_APPROXIMATION,4095,0,0,4095,0,,,ERROR,PARTIAL_EXPECTED_COVERAGE,ERROR,2,1,False,0,,,0,0,0,False,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-07-08 00:00:00'), Timestamp('2014-09-16 00:00:00'), Timestamp('2014-10-10 00:00:00'), Timestamp('2014-11-18 00:00:00'), Timestamp('2014-12-11 00:00:00'), Timestamp('2014-12-15 00:00:00'), Timestamp('2014-12-24 00:00:00'), Timestamp('2015-03-11 00:00:00'), Timestamp('2015-03-12 00:00:00'), Timestamp('2015-04-10 00:00:00'), Timestamp('2015-05-27 00:00:00'), Timestamp('2015-06-10 00:00:00'), Timestamp('2015-07-10 00:00:00'), Timestamp('2015-07-23 00:00:00'), Timestamp('2015-09-10 00:00:00'), Timestamp('2016-06-09 00:00:00'), Timestamp('2016-11-08 00:00:00'), Timestamp('2016-12-16 00:00:00'), Timestamp('2016-12-29 00:00:00'), Timestamp('2017-02-13 00:00:00'), Timestamp('2017-02-15 00:00:00'), Timestamp('2017-02-21 00:00:00'), Timestamp('2017-02-27 00:00:00'), Timestamp('2017-03-29 00:00:00'), Timestamp('2017-04-18 00:00:00'), Timestamp('2017-04-25 00:00:00'), Timestamp('2017-05-11 00:00:00'), Timestamp('2017-06-01 00:00:00'), Timestamp('2017-07-05 00:00:00'), Timestamp('2017-07-24 00:00:00'), Timestamp('2017-09-15 00:00:00'), Timestamp('2017-10-11 00:00:00'), Timestamp('2017-11-09 00:00:00'), Timestamp('2018-03-30 00:00:00'), Timestamp('2018-06-12 00:00:00'), Timestamp('2018-07-13 00:00:00'), Timestamp('2018-08-03 00:00:00'), Timestamp('2018-11-05 00:00:00'), Timestamp('2018-12-04 00:00:00'), Timestamp('2018-12-28 00:00:00'), Timestamp('2019-03-07 00:00:00'), Timestamp('2019-03-14 00:00:00')]",2026-08-27T21:13:53.735225+00:00
004170,KR7004170007,KOSPI,2010-01-04,2026-08-21,numeric,True,False,2010-01-04,2026-08-21,PIT_COMMON_INTERVAL_CALENDAR,PIT_CALENDAR_APPROXIMATION,4095,2996,2996,1099,0,2014-06-09,2026-08-21,SUCCESS,PARTIAL_EXPECTED_COVERAGE,PARTIAL,1,0,False,2996,2014-06-09,2026-08-21,0,0,0,True,,,2026-08-27T21:13:54.310145+00:00
004200,KR7004200002,KOSPI,2010-01-04,2020-07-20,numeric,False,True,2010-01-04,2020-07-20,PIT_COMMON_INTERVAL_CALENDAR,PIT_CALENDAR_APPROXIMATION,2603,0,0,2603,0,,,ERROR,PARTIAL_EXPECTED_COVERAGE,ERROR,2,1,False,0,,,0,0,0,False,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-02-23 00:00:00'), Timestamp('2010-04-28 00:00:00'), Timestamp('2010-06-14 00:00:00'), Timestamp('2010-09-03 00:00:00'), Timestamp('2010-09-14 00:00:00'), Timestamp('2010-12-06 00:00:00'), Timestamp('2011-01-07 00:00:00'), Timestamp('2011-02-07 00:00:00'), Timestamp('2011-03-03 00:00:00'), Timestamp('2011-04-26 00:00:00'), Timestamp('2011-07-13 00:00:00'), Timestamp('2011-11-17 00:00:00'), Timestamp('2012-01-13 00:00:00'), Timestamp('2012-02-20 00:00:00'), Timestamp('2012-03-23 00:00:00'), Timestamp('2012-05-24 00:00:00'), Timestamp('2012-06-27 00:00:00'), Timestamp('2012-06-29 00:00:00'), Timestamp('2012-07-30 00:00:00'), Timestamp('2012-08-07 00:00:00'), Timestamp('2012-08-09 00:00:00'), Timestamp('2012-08-22 00:00:00'), Timestamp('2012-10-29 00:00:00'), Timestamp('2012-11-01 00:00:00'), Timestamp('2012-11-05 00:00:00'), Timestamp('2012-11-15 00:00:00'), Timestamp('2012-11-29 00:00:00'), Timestamp('2012-12-11 00:00:00'), Timestamp('2012-12-28 00:00:00'), Timestamp('2013-01-16 00:00:00'), Timestamp('2013-05-29 00:00:00'), Timestamp('2013-07-30 00:00:00'), Timestamp('2013-07-31 00:00:00'), Timestamp('2013-10-21 00:00:00'), Timestamp('2013-12-27 00:00:00'), Timestamp('2014-02-05 00:00:00'), Timestamp('2014-03-07 00:00:00'), Timestamp('2014-03-25 00:00:00'), Timestamp('2014-05-02 00:00:00'), Timestamp('2015-01-27 00:00:00'), Timestamp('2015-02-23 00:00:00'), Timestamp('2015-04-09 00:00:00'), Timestamp('2015-05-12 00:00:00'), Timestamp('2015-08-21 00:00:00'), Timestamp('2015-09-02 00:00:00'), Timestamp('2015-11-23 00:00:00'), Timestamp('2015-12-29 00:00:00')]",2026-08-27T21:13:55.238336+00:00
004250,KR7004250007,KOSPI,2010-01-04,2026-08-21,numeric,True,False,2010-01-04,2026-08-21,PIT_COMMON_INTERVAL_CALENDAR,PIT_CALENDAR_APPROXIMATION,4095,2996,2996,1099,0,2014-06-09,2026-08-21,SUCCESS,PARTIAL_EXPECTED_COVERAGE,PARTIAL,1,0,False,2996,2014-06-09,2026-08-21,0,0,0,True,,,2026-08-27T21:13:55.802167+00:00
004270,KR7004270005,KOSPI,2010-01-04,2026-08-21,numeric,True,False,2010-01-04,2026-08-21,PIT_COMMON_INTERVAL_CALENDAR,PIT_CALENDAR_APPROXIMATION,4095,2995,2995,1100,0,2014-06-09,2026-08-21,SUCCESS,PARTIAL_EXPECTED_COVERAGE,PARTIAL,1,0,False,2995,2014-06-09,2026-08-21,0,0,0,True,,,2026-08-27T21:13:56.378175+00:00
004310,KR7004310009,KOSPI,2010-01-04,2026-08-21,numeric,True,False,2010-01-04,2026-08-21,PIT_COMMON_INTERVAL_CALENDAR,PIT_CALENDAR_APPROXIMATION,4095,2981,2981,1114,0,2014-06-09,2026-08-21,SUCCESS,PARTIAL_EXPECTED_COVERAGE,PARTIAL,1,0,False,2981,2014-06-09,2026-08-21,0,0,0,True,,,2026-08-27T21:13:56.973660+00:00
004320,KR7004320008,KOSDAQ,2010-01-04,2015-04-10,numeric,False,True,2010-01-04,2015-04-10,PIT_COMMON_INTERVAL_CALENDAR,PIT_CALENDAR_APPROXIMATION,1307,1284,1284,23,0,2010-01-04,2015-04-10,SUCCESS,PARTIAL_EXPECTED_COVERAGE,PARTIAL,1,0,False,1284,2010-01-04,2015-04-10,0,0,0,True,,,2026-08-27T21:13:57.535998+00:00
004360,KR7004360004,KOSPI,2010-01-04,2026-08-21,numeric,True,False,2010-01-04,2026-08-21,PIT_COMMON_INTERVAL_CALENDAR,PIT_CALENDAR_APPROXIMATION,4095,2996,2996,1099,0,2014-06-09,2026-08-21,SUCCESS,PARTIAL_EXPECTED_COVERAGE,PARTIAL,1,0,False,2996,2014-06-09,2026-08-21,0,0,0,True,,,2026-08-27T21:13:58.245489+00:00
004370,KR7004370003,KOSPI,2010-01-04,2026-08-21,numeric,True,False,2010-01-04,2026-08-21,PIT_COMMON_INTERVAL_CALENDAR,PIT_CALENDAR_APPROXIMATION,4095,2996,2996,1099,0,2014-06-09,2026-08-21,SUCCESS,PARTIAL_EXPECTED_COVERAGE,PARTIAL,1,0,False,2996,2014-06-09,2026-08-21,0,0,0,True,,,2026-08-27T21:13:58.896139+00:00
004380,KR7004380002,KOSPI,2010-01-04,2026-08-21,numeric,True,False,2010-01-04,2026-08-21,PIT_COMMON_INTERVAL_CALENDAR,PIT_CALENDAR_APPROXIMATION,4095,2996,2996,1099,0,2014-06-09,2026-08-21,SUCCESS,PARTIAL_EXPECTED_COVERAGE,PARTIAL,1,0,False,2996,2014-06-09,2026-08-21,0,0,0,True,,,2026-08-27T21:13:59.372692+00:00
004410,KR7004410007,KOSPI,2010-01-04,2026-08-21,numeric,True,False,2010-01-04,2026-08-21,PIT_COMMON_INTERVAL_CALENDAR,PIT_CALENDAR_APPROXIMATION,4095,2996,2996,1099,0,2014-06-09,2026-08-21,SUCCESS,PARTIAL_EXPECTED_COVERAGE,PARTIAL,1,0,False,2996,2014-06-09,2026-08-21,0,0,0,True,,,2026-08-27T21:13:59.974493+00:00
004430,KR7004430005,KOSPI,2010-01-04,2026-08-21,numeric,True,False,2010-01-04,2026-08-21,PIT_COMMON_INTERVAL_CALENDAR,PIT_CALENDAR_APPROXIMATION,4095,2996,2996,1099,0,2014-06-09,2026-08-21,SUCCESS,PARTIAL_EXPECTED_COVERAGE,PARTIAL,1,0,False,2996,2014-06-09,2026-08-21,0,0,0,True,,,2026-08-27T21:14:00.582446+00:00
