ticker,name,group,mechanism_name,authority_scope,http_endpoint,request_parameters,requested_target_window,response_status,raw_item_count,first_returned_date,last_returned_date,pre_2014_row_count,target_2010_2013_row_count,duplicate_date_count,parse_error,network_error
005930,Samsung Electronics,LONG_COMMON_PARTIAL,PyKRX get_market_ohlcv_by_date(adjusted=True),CURRENT_FROZEN_PRODUCTION_CONTRACT,https://fchart.stock.naver.com/sise.nhn,symbol=005930&timeframe=day&count=elapsed&requestType=0,TARGET_2010,EMPTY,0,,,0,0,0,,
005930,Samsung Electronics,LONG_COMMON_PARTIAL,PyKRX get_market_ohlcv_by_date(adjusted=True),CURRENT_FROZEN_PRODUCTION_CONTRACT,https://fchart.stock.naver.com/sise.nhn,symbol=005930&timeframe=day&count=elapsed&requestType=0,TARGET_2011,EMPTY,0,,,0,0,0,,
005930,Samsung Electronics,LONG_COMMON_PARTIAL,PyKRX get_market_ohlcv_by_date(adjusted=True),CURRENT_FROZEN_PRODUCTION_CONTRACT,https://fchart.stock.naver.com/sise.nhn,symbol=005930&timeframe=day&count=elapsed&requestType=0,TARGET_2012,EMPTY,0,,,0,0,0,,
005930,Samsung Electronics,LONG_COMMON_PARTIAL,PyKRX get_market_ohlcv_by_date(adjusted=True),CURRENT_FROZEN_PRODUCTION_CONTRACT,https://fchart.stock.naver.com/sise.nhn,symbol=005930&timeframe=day&count=elapsed&requestType=0,TARGET_2013,EMPTY,0,,,0,0,0,,
005930,Samsung Electronics,LONG_COMMON_PARTIAL,PyKRX get_market_ohlcv_by_date(adjusted=True),CURRENT_FROZEN_PRODUCTION_CONTRACT,https://fchart.stock.naver.com/sise.nhn,symbol=005930&timeframe=day&count=elapsed&requestType=0,LIFETIME_FULL,SUCCESS,2995,2014-06-10,2026-08-21,0,2995,0,,
000660,SK Hynix,LONG_COMMON_PARTIAL,PyKRX get_market_ohlcv_by_date(adjusted=True),CURRENT_FROZEN_PRODUCTION_CONTRACT,https://fchart.stock.naver.com/sise.nhn,symbol=000660&timeframe=day&count=elapsed&requestType=0,TARGET_2010,EMPTY,0,,,0,0,0,,
000660,SK Hynix,LONG_COMMON_PARTIAL,PyKRX get_market_ohlcv_by_date(adjusted=True),CURRENT_FROZEN_PRODUCTION_CONTRACT,https://fchart.stock.naver.com/sise.nhn,symbol=000660&timeframe=day&count=elapsed&requestType=0,TARGET_2011,EMPTY,0,,,0,0,0,,
000660,SK Hynix,LONG_COMMON_PARTIAL,PyKRX get_market_ohlcv_by_date(adjusted=True),CURRENT_FROZEN_PRODUCTION_CONTRACT,https://fchart.stock.naver.com/sise.nhn,symbol=000660&timeframe=day&count=elapsed&requestType=0,TARGET_2012,EMPTY,0,,,0,0,0,,
000660,SK Hynix,LONG_COMMON_PARTIAL,PyKRX get_market_ohlcv_by_date(adjusted=True),CURRENT_FROZEN_PRODUCTION_CONTRACT,https://fchart.stock.naver.com/sise.nhn,symbol=000660&timeframe=day&count=elapsed&requestType=0,TARGET_2013,EMPTY,0,,,0,0,0,,
000660,SK Hynix,LONG_COMMON_PARTIAL,PyKRX get_market_ohlcv_by_date(adjusted=True),CURRENT_FROZEN_PRODUCTION_CONTRACT,https://fchart.stock.naver.com/sise.nhn,symbol=000660&timeframe=day&count=elapsed&requestType=0,LIFETIME_FULL,SUCCESS,2995,2014-06-10,2026-08-21,0,2995,0,,
005380,Hyundai Motor,LONG_COMMON_PARTIAL,PyKRX get_market_ohlcv_by_date(adjusted=True),CURRENT_FROZEN_PRODUCTION_CONTRACT,https://fchart.stock.naver.com/sise.nhn,symbol=005380&timeframe=day&count=elapsed&requestType=0,TARGET_2010,EMPTY,0,,,0,0,0,,
005380,Hyundai Motor,LONG_COMMON_PARTIAL,PyKRX get_market_ohlcv_by_date(adjusted=True),CURRENT_FROZEN_PRODUCTION_CONTRACT,https://fchart.stock.naver.com/sise.nhn,symbol=005380&timeframe=day&count=elapsed&requestType=0,TARGET_2011,EMPTY,0,,,0,0,0,,
005380,Hyundai Motor,LONG_COMMON_PARTIAL,PyKRX get_market_ohlcv_by_date(adjusted=True),CURRENT_FROZEN_PRODUCTION_CONTRACT,https://fchart.stock.naver.com/sise.nhn,symbol=005380&timeframe=day&count=elapsed&requestType=0,TARGET_2012,EMPTY,0,,,0,0,0,,
005380,Hyundai Motor,LONG_COMMON_PARTIAL,PyKRX get_market_ohlcv_by_date(adjusted=True),CURRENT_FROZEN_PRODUCTION_CONTRACT,https://fchart.stock.naver.com/sise.nhn,symbol=005380&timeframe=day&count=elapsed&requestType=0,TARGET_2013,EMPTY,0,,,0,0,0,,
005380,Hyundai Motor,LONG_COMMON_PARTIAL,PyKRX get_market_ohlcv_by_date(adjusted=True),CURRENT_FROZEN_PRODUCTION_CONTRACT,https://fchart.stock.naver.com/sise.nhn,symbol=005380&timeframe=day&count=elapsed&requestType=0,LIFETIME_FULL,SUCCESS,2995,2014-06-10,2026-08-21,0,2995,0,,
000270,Kia,LONG_COMMON_PARTIAL,PyKRX get_market_ohlcv_by_date(adjusted=True),CURRENT_FROZEN_PRODUCTION_CONTRACT,https://fchart.stock.naver.com/sise.nhn,symbol=000270&timeframe=day&count=elapsed&requestType=0,TARGET_2010,EMPTY,0,,,0,0,0,,
000270,Kia,LONG_COMMON_PARTIAL,PyKRX get_market_ohlcv_by_date(adjusted=True),CURRENT_FROZEN_PRODUCTION_CONTRACT,https://fchart.stock.naver.com/sise.nhn,symbol=000270&timeframe=day&count=elapsed&requestType=0,TARGET_2011,EMPTY,0,,,0,0,0,,
000270,Kia,LONG_COMMON_PARTIAL,PyKRX get_market_ohlcv_by_date(adjusted=True),CURRENT_FROZEN_PRODUCTION_CONTRACT,https://fchart.stock.naver.com/sise.nhn,symbol=000270&timeframe=day&count=elapsed&requestType=0,TARGET_2012,EMPTY,0,,,0,0,0,,
000270,Kia,LONG_COMMON_PARTIAL,PyKRX get_market_ohlcv_by_date(adjusted=True),CURRENT_FROZEN_PRODUCTION_CONTRACT,https://fchart.stock.naver.com/sise.nhn,symbol=000270&timeframe=day&count=elapsed&requestType=0,TARGET_2013,EMPTY,0,,,0,0,0,,
000270,Kia,LONG_COMMON_PARTIAL,PyKRX get_market_ohlcv_by_date(adjusted=True),CURRENT_FROZEN_PRODUCTION_CONTRACT,https://fchart.stock.naver.com/sise.nhn,symbol=000270&timeframe=day&count=elapsed&requestType=0,LIFETIME_FULL,SUCCESS,2995,2014-06-10,2026-08-21,0,2995,0,,
005490,POSCO Holdings,LONG_COMMON_PARTIAL,PyKRX get_market_ohlcv_by_date(adjusted=True),CURRENT_FROZEN_PRODUCTION_CONTRACT,https://fchart.stock.naver.com/sise.nhn,symbol=005490&timeframe=day&count=elapsed&requestType=0,TARGET_2010,EMPTY,0,,,0,0,0,,
005490,POSCO Holdings,LONG_COMMON_PARTIAL,PyKRX get_market_ohlcv_by_date(adjusted=True),CURRENT_FROZEN_PRODUCTION_CONTRACT,https://fchart.stock.naver.com/sise.nhn,symbol=005490&timeframe=day&count=elapsed&requestType=0,TARGET_2011,EMPTY,0,,,0,0,0,,
005490,POSCO Holdings,LONG_COMMON_PARTIAL,PyKRX get_market_ohlcv_by_date(adjusted=True),CURRENT_FROZEN_PRODUCTION_CONTRACT,https://fchart.stock.naver.com/sise.nhn,symbol=005490&timeframe=day&count=elapsed&requestType=0,TARGET_2012,EMPTY,0,,,0,0,0,,
005490,POSCO Holdings,LONG_COMMON_PARTIAL,PyKRX get_market_ohlcv_by_date(adjusted=True),CURRENT_FROZEN_PRODUCTION_CONTRACT,https://fchart.stock.naver.com/sise.nhn,symbol=005490&timeframe=day&count=elapsed&requestType=0,TARGET_2013,EMPTY,0,,,0,0,0,,
005490,POSCO Holdings,LONG_COMMON_PARTIAL,PyKRX get_market_ohlcv_by_date(adjusted=True),CURRENT_FROZEN_PRODUCTION_CONTRACT,https://fchart.stock.naver.com/sise.nhn,symbol=005490&timeframe=day&count=elapsed&requestType=0,LIFETIME_FULL,SUCCESS,2995,2014-06-10,2026-08-21,0,2995,0,,
035420,NAVER,LONG_COMMON_PARTIAL,PyKRX get_market_ohlcv_by_date(adjusted=True),CURRENT_FROZEN_PRODUCTION_CONTRACT,https://fchart.stock.naver.com/sise.nhn,symbol=035420&timeframe=day&count=elapsed&requestType=0,TARGET_2010,EMPTY,0,,,0,0,0,,
035420,NAVER,LONG_COMMON_PARTIAL,PyKRX get_market_ohlcv_by_date(adjusted=True),CURRENT_FROZEN_PRODUCTION_CONTRACT,https://fchart.stock.naver.com/sise.nhn,symbol=035420&timeframe=day&count=elapsed&requestType=0,TARGET_2011,EMPTY,0,,,0,0,0,,
035420,NAVER,LONG_COMMON_PARTIAL,PyKRX get_market_ohlcv_by_date(adjusted=True),CURRENT_FROZEN_PRODUCTION_CONTRACT,https://fchart.stock.naver.com/sise.nhn,symbol=035420&timeframe=day&count=elapsed&requestType=0,TARGET_2012,EMPTY,0,,,0,0,0,,
035420,NAVER,LONG_COMMON_PARTIAL,PyKRX get_market_ohlcv_by_date(adjusted=True),CURRENT_FROZEN_PRODUCTION_CONTRACT,https://fchart.stock.naver.com/sise.nhn,symbol=035420&timeframe=day&count=elapsed&requestType=0,TARGET_2013,EMPTY,0,,,0,0,0,,
035420,NAVER,LONG_COMMON_PARTIAL,PyKRX get_market_ohlcv_by_date(adjusted=True),CURRENT_FROZEN_PRODUCTION_CONTRACT,https://fchart.stock.naver.com/sise.nhn,symbol=035420&timeframe=day&count=elapsed&requestType=0,LIFETIME_FULL,SUCCESS,2995,2014-06-10,2026-08-21,0,2995,0,,
064420,Hansol PNS (Delisted 2010),PRE_2014_SHORT_HISTORY,PyKRX get_market_ohlcv_by_date(adjusted=True),CURRENT_FROZEN_PRODUCTION_CONTRACT,https://fchart.stock.naver.com/sise.nhn,symbol=064420&timeframe=day&count=elapsed&requestType=0,TARGET_2010,SUCCESS,251,2010-01-04,2010-12-30,251,251,0,,
064420,Hansol PNS (Delisted 2010),PRE_2014_SHORT_HISTORY,PyKRX get_market_ohlcv_by_date(adjusted=True),CURRENT_FROZEN_PRODUCTION_CONTRACT,https://fchart.stock.naver.com/sise.nhn,symbol=064420&timeframe=day&count=elapsed&requestType=0,TARGET_2011,SUCCESS,248,2011-01-03,2011-12-29,248,248,0,,
064420,Hansol PNS (Delisted 2010),PRE_2014_SHORT_HISTORY,PyKRX get_market_ohlcv_by_date(adjusted=True),CURRENT_FROZEN_PRODUCTION_CONTRACT,https://fchart.stock.naver.com/sise.nhn,symbol=064420&timeframe=day&count=elapsed&requestType=0,TARGET_2012,SUCCESS,248,2012-01-02,2012-12-28,248,248,0,,
064420,Hansol PNS (Delisted 2010),PRE_2014_SHORT_HISTORY,PyKRX get_market_ohlcv_by_date(adjusted=True),CURRENT_FROZEN_PRODUCTION_CONTRACT,https://fchart.stock.naver.com/sise.nhn,symbol=064420&timeframe=day&count=elapsed&requestType=0,TARGET_2013,SUCCESS,9,2013-01-02,2013-01-14,9,9,0,,
064420,Hansol PNS (Delisted 2010),PRE_2014_SHORT_HISTORY,PyKRX get_market_ohlcv_by_date(adjusted=True),CURRENT_FROZEN_PRODUCTION_CONTRACT,https://fchart.stock.naver.com/sise.nhn,symbol=064420&timeframe=day&count=elapsed&requestType=0,LIFETIME_FULL,SUCCESS,756,2010-01-04,2013-01-14,756,756,0,,
352820,HYBE (Listed 2020),POST_2014_COMPLETE,PyKRX get_market_ohlcv_by_date(adjusted=True),CURRENT_FROZEN_PRODUCTION_CONTRACT,https://fchart.stock.naver.com/sise.nhn,symbol=352820&timeframe=day&count=elapsed&requestType=0,TARGET_2010,EMPTY,0,,,0,0,0,,
