date,strategy,equity,position_state,exposure_flag
2018-03-26,V2,1.0,FLAT,0
2018-03-27,V2,1.0,FLAT,0
2018-03-28,V2,1.0,FLAT,0
2018-03-29,V2,1.0,FLAT,0
2018-03-30,V2,1.0,FLAT,0
2018-04-02,V2,1.0,FLAT,0
2018-04-03,V2,1.0,FLAT,0
2018-04-04,V2,1.0,FLAT,0
2018-04-05,V2,1.0,FLAT,0
2018-04-06,V2,1.0,FLAT,0
2018-04-09,V2,1.0,FLAT,0
2018-04-10,V2,1.0,FLAT,0
2018-04-11,V2,1.0,FLAT,0
2018-04-12,V2,1.0,FLAT,0
2018-04-13,V2,1.0,FLAT,0
2018-04-16,V2,1.0,FLAT,0
2018-04-17,V2,1.0,FLAT,0
2018-04-18,V2,1.0,FLAT,0
2018-04-19,V2,1.0,FLAT,0
2018-04-20,V2,1.0,FLAT,0
2018-04-23,V2,1.0,FLAT,0
2018-04-24,V2,1.0,FLAT,0
2018-04-25,V2,1.0,FLAT,0
2018-04-26,V2,1.0,FLAT,0
2018-04-27,V2,1.0,FLAT,0
2018-04-30,V2,1.0,FLAT,0
2018-05-02,V2,1.0,FLAT,0
2018-05-03,V2,1.0,FLAT,0
2018-05-04,V2,1.0,FLAT,0
2018-05-08,V2,1.0,FLAT,0
2018-05-09,V2,1.0,FLAT,0
2018-05-10,V2,1.0,FLAT,0
2018-05-11,V2,1.0,FLAT,0
2018-05-14,V2,1.0,FLAT,0
2018-05-15,V2,1.0,FLAT,0
2018-05-16,V2,1.0,FLAT,0
2018-05-17,V2,1.0,FLAT,0
2018-05-18,V2,1.0,FLAT,0
2018-05-21,V2,1.0,FLAT,0
2018-05-23,V2,1.0,FLAT,0
2018-05-24,V2,1.0,FLAT,0
2018-05-25,V2,1.0,FLAT,0
2018-05-28,V2,1.0,FLAT,0
2018-05-29,V2,1.0,FLAT,0
2018-05-30,V2,1.0,FLAT,0
2018-05-31,V2,1.0,FLAT,0
2018-06-01,V2,1.0,FLAT,0
2018-06-04,V2,1.0,FLAT,0
2018-06-05,V2,1.0,FLAT,0
2018-06-07,V2,1.0,FLAT,0
2018-06-08,V2,1.0,FLAT,0
2018-06-11,V2,1.0,FLAT,0
2018-06-12,V2,1.0,FLAT,0
2018-06-14,V2,1.0,FLAT,0
2018-06-15,V2,1.0,FLAT,0
2018-06-18,V2,1.0,FLAT,0
2018-06-19,V2,1.0,FLAT,0
2018-06-20,V2,1.0,FLAT,0
2018-06-21,V2,1.0,FLAT,0
2018-06-22,V2,1.0,FLAT,0
2018-06-25,V2,1.0,FLAT,0
2018-06-26,V2,1.0,FLAT,0
2018-06-27,V2,1.0,FLAT,0
2018-06-28,V2,1.0,FLAT,0
2018-06-29,V2,1.0,FLAT,0
2018-07-02,V2,1.0,FLAT,0
2018-07-03,V2,1.0,FLAT,0
2018-07-04,V2,1.0,FLAT,0
2018-07-05,V2,1.0,FLAT,0
2018-07-06,V2,1.0,FLAT,0
2018-07-09,V2,1.0,FLAT,0
2018-07-10,V2,1.0,FLAT,0
2018-07-11,V2,1.0,FLAT,0
2018-07-12,V2,1.0,FLAT,0
2018-07-13,V2,1.0,FLAT,0
2018-07-16,V2,1.0,FLAT,0
2018-07-17,V2,1.0,FLAT,0
2018-07-18,V2,1.0,FLAT,0
2018-07-19,V2,1.0,FLAT,0
2018-07-20,V2,1.0,FLAT,0
2018-07-23,V2,1.0,FLAT,0
2018-07-24,V2,1.0,FLAT,0
2018-07-25,V2,1.0,FLAT,0
2018-07-26,V2,1.0,FLAT,0
2018-07-27,V2,1.0,FLAT,0
2018-07-30,V2,1.0,FLAT,0
2018-07-31,V2,1.0,FLAT,0
2018-08-01,V2,1.0,FLAT,0
2018-08-02,V2,1.0,FLAT,0
2018-08-03,V2,1.0,FLAT,0
2018-08-06,V2,1.0,FLAT,0
2018-08-07,V2,1.0,FLAT,0
2018-08-08,V2,1.0,FLAT,0
2018-08-09,V2,1.0,FLAT,0
2018-08-10,V2,1.0,FLAT,0
2018-08-13,V2,1.0,FLAT,0
2018-08-14,V2,1.0,FLAT,0
2018-08-16,V2,1.0,FLAT,0
2018-08-17,V2,1.0,FLAT,0
2018-08-20,V2,1.0,FLAT,0
2018-08-21,V2,1.0,FLAT,0
2018-08-22,V2,1.0,FLAT,0
2018-08-23,V2,1.0,FLAT,0
2018-08-24,V2,1.0,FLAT,0
2018-08-27,V2,1.0,FLAT,0
2018-08-28,V2,1.0,FLAT,0
2018-08-29,V2,1.0,FLAT,0
2018-08-30,V2,1.0,FLAT,0
2018-08-31,V2,1.0,FLAT,0
2018-09-03,V2,1.0,FLAT,0
2018-09-04,V2,1.0,FLAT,0
2018-09-05,V2,1.0,FLAT,0
2018-09-06,V2,1.0,FLAT,0
2018-09-07,V2,1.0,FLAT,0
2018-09-10,V2,1.0,FLAT,0
2018-09-11,V2,1.0,FLAT,0
2018-09-12,V2,1.0,FLAT,0
2018-09-13,V2,1.0,FLAT,0
2018-09-14,V2,1.0,FLAT,0
2018-09-17,V2,1.0,FLAT,0
2018-09-18,V2,1.0,FLAT,0
2018-09-19,V2,1.0,FLAT,0
2018-09-20,V2,1.0,FLAT,0
2018-09-21,V2,1.0,FLAT,0
2018-09-27,V2,1.0,FLAT,0
2018-09-28,V2,1.0,FLAT,0
2018-10-01,V2,1.0,FLAT,0
2018-10-02,V2,1.0,FLAT,0
2018-10-04,V2,1.0,FLAT,0
2018-10-05,V2,1.0,FLAT,0
2018-10-08,V2,1.0,FLAT,0
2018-10-10,V2,1.0,FLAT,0
2018-10-11,V2,1.0,FLAT,0
2018-10-12,V2,1.0,FLAT,0
2018-10-15,V2,1.0,FLAT,0
2018-10-16,V2,1.0,FLAT,0
2018-10-17,V2,1.0,FLAT,0
2018-10-18,V2,1.0,FLAT,0
2018-10-19,V2,1.0,FLAT,0
2018-10-22,V2,1.0,FLAT,0
2018-10-23,V2,1.0,FLAT,0
2018-10-24,V2,1.0,FLAT,0
2018-10-25,V2,1.0,FLAT,0
2018-10-26,V2,1.0,FLAT,0
2018-10-29,V2,1.0,FLAT,0
2018-10-30,V2,1.0,FLAT,0
2018-10-31,V2,1.0,FLAT,0
2018-11-01,V2,1.0,FLAT,0
2018-11-02,V2,1.0,FLAT,0
2018-11-05,V2,1.0,FLAT,0
2018-11-06,V2,1.0,FLAT,0
2018-11-07,V2,1.0,FLAT,0
2018-11-08,V2,1.0,FLAT,0
2018-11-09,V2,1.0,FLAT,0
2018-11-12,V2,1.0,FLAT,0
2018-11-13,V2,1.0,FLAT,0
2018-11-14,V2,1.0,FLAT,0
2018-11-15,V2,1.0,FLAT,0
2018-11-16,V2,1.0,FLAT,0
2018-11-19,V2,1.0,FLAT,0
2018-11-20,V2,1.0,FLAT,0
2018-11-21,V2,1.0,FLAT,0
2018-11-22,V2,1.0,FLAT,0
2018-11-23,V2,1.0,FLAT,0
2018-11-26,V2,1.0,FLAT,0
2018-11-27,V2,1.0,FLAT,0
2018-11-28,V2,1.0,FLAT,0
2018-11-29,V2,1.0,FLAT,0
2018-11-30,V2,1.0,FLAT,0
2018-12-03,V2,1.0,FLAT,0
2018-12-04,V2,1.0,FLAT,0
2018-12-05,V2,1.0,FLAT,0
2018-12-06,V2,1.0,FLAT,0
2018-12-07,V2,1.0,FLAT,0
2018-12-10,V2,1.0,FLAT,0
2018-12-11,V2,1.0,FLAT,0
2018-12-12,V2,1.0,FLAT,0
2018-12-13,V2,1.0,FLAT,0
2018-12-14,V2,1.0,FLAT,0
