date,strategy,equity,position_state,exposure_flag
2020-01-02,V2,1.0,FLAT,0
2020-01-03,V2,1.0,FLAT,0
2020-01-06,V2,1.0,FLAT,0
2020-01-07,V2,1.0,FLAT,0
2020-01-08,V2,1.0,FLAT,0
2020-01-09,V2,1.0,FLAT,0
2020-01-10,V2,1.0,FLAT,0
2020-01-13,V2,1.0,FLAT,0
2020-01-14,V2,1.0,FLAT,0
2020-01-15,V2,1.0,FLAT,0
2020-01-16,V2,1.0,FLAT,0
2020-01-17,V2,1.0,FLAT,0
2020-01-20,V2,1.0,FLAT,0
2020-01-21,V2,1.0,FLAT,0
2020-01-22,V2,1.0,FLAT,0
2020-01-23,V2,1.0,FLAT,0
2020-01-28,V2,1.0,FLAT,0
2020-01-29,V2,1.0,FLAT,0
2020-01-30,V2,1.0,FLAT,0
2020-01-31,V2,1.0,FLAT,0
2020-02-03,V2,1.0,FLAT,0
2020-02-04,V2,1.0,FLAT,0
2020-02-05,V2,1.0,FLAT,0
2020-02-06,V2,1.0,FLAT,0
2020-02-07,V2,1.0,FLAT,0
2020-02-10,V2,1.0,FLAT,0
2020-02-11,V2,1.0,FLAT,0
2020-02-12,V2,1.0,FLAT,0
2020-02-13,V2,1.0,FLAT,0
2020-02-14,V2,1.0,FLAT,0
2020-02-17,V2,1.0,FLAT,0
2020-02-18,V2,1.0,FLAT,0
2020-02-19,V2,1.0,FLAT,0
2020-02-20,V2,1.0,FLAT,0
2020-02-21,V2,1.0,FLAT,0
2020-02-24,V2,1.0,FLAT,0
2020-02-25,V2,1.0,FLAT,0
2020-02-26,V2,1.0,FLAT,0
2020-02-27,V2,1.0,FLAT,0
2020-02-28,V2,1.0,FLAT,0
2020-03-02,V2,1.0,FLAT,0
2020-03-03,V2,1.0,FLAT,0
2020-03-04,V2,1.0,FLAT,0
2020-03-05,V2,1.0,FLAT,0
2020-03-06,V2,1.0,FLAT,0
2020-03-09,V2,1.0,FLAT,0
2020-03-10,V2,1.0,FLAT,0
2020-03-11,V2,1.0,FLAT,0
2020-03-12,V2,1.0,FLAT,0
2020-03-13,V2,1.0,FLAT,0
2020-03-16,V2,1.0,FLAT,0
2020-03-17,V2,1.0,FLAT,0
2020-03-18,V2,1.0,FLAT,0
2020-03-19,V2,1.0,FLAT,0
2020-03-20,V2,1.0,FLAT,0
2020-03-23,V2,1.0,FLAT,0
2020-03-24,V2,1.0,FLAT,0
2020-03-25,V2,1.0,FLAT,0
2020-03-26,V2,1.0,FLAT,0
2020-03-27,V2,1.0,FLAT,0
2020-03-30,V2,1.0,FLAT,0
2020-03-31,V2,1.0,FLAT,0
2020-04-01,V2,1.0,FLAT,0
2020-04-02,V2,1.0,FLAT,0
2020-04-03,V2,1.0,FLAT,0
2020-04-06,V2,1.0,FLAT,0
2020-04-07,V2,1.0,FLAT,0
2020-04-08,V2,1.0,FLAT,0
2020-04-09,V2,1.0,FLAT,0
2020-04-10,V2,1.0,FLAT,0
2020-04-13,V2,1.0,FLAT,0
2020-04-14,V2,1.0,FLAT,0
2020-04-16,V2,1.0,FLAT,0
2020-04-17,V2,1.0,FLAT,0
2020-04-20,V2,1.0,FLAT,0
2020-04-21,V2,1.0,FLAT,0
2020-04-22,V2,1.0,FLAT,0
2020-04-23,V2,1.0,FLAT,0
2020-04-24,V2,1.0,FLAT,0
2020-04-27,V2,1.0,FLAT,0
2020-04-28,V2,1.0,FLAT,0
2020-04-29,V2,1.0,FLAT,0
2020-05-04,V2,1.0,FLAT,0
2020-05-06,V2,1.0,FLAT,0
2020-05-07,V2,1.0,FLAT,0
2020-05-08,V2,1.0,FLAT,0
2020-05-11,V2,1.0,FLAT,0
2020-05-12,V2,1.0,FLAT,0
2020-05-13,V2,1.0,FLAT,0
2020-05-14,V2,1.0,FLAT,0
2020-05-15,V2,1.0,FLAT,0
2020-05-18,V2,1.0,FLAT,0
2020-05-19,V2,1.0,FLAT,0
2020-05-20,V2,1.0,FLAT,0
