ticker,name,trade_id,loss_guard_signal_date,loss_guard_execution_date,loss_guard_realized_return,gap_beyond_trigger,reentered,reentry_return
073240,금호타이어,FASTCORE_073240_01,2014-08-12,2014-08-13,-16.34,True,True,-18.22
073240,금호타이어,FASTCORE_073240_02,2021-05-21,2021-05-24,-18.22,True,True,-8.05
073240,금호타이어,FASTCORE_073240_04,2026-05-13,2026-05-14,-16.02,True,False,
074610,이엔플러스,FASTCORE_074610_01,2023-02-09,2023-02-10,-18.25,True,False,
078930,GS,FASTCORE_078930_01,2013-04-05,2013-04-08,-17.61,True,True,-19.25
078930,GS,FASTCORE_078930_02,2020-02-24,2020-02-25,-19.25,True,True,-15.8
078930,GS,FASTCORE_078930_03,2021-08-20,2021-08-23,-15.8,True,True,-15.3
078930,GS,FASTCORE_078930_04,2022-06-23,2022-06-24,-15.3,True,True,-15.13
078930,GS,FASTCORE_078930_05,2025-02-28,2025-03-04,-15.13,True,True,89.21
077500,유니퀘스트,FASTCORE_077500_01,2022-03-14,2022-03-15,-16.8,True,True,-15.4
077500,유니퀘스트,FASTCORE_077500_02,2023-04-24,2023-04-25,-15.4,True,False,
078520,에이블씨엔씨,FASTCORE_078520_01,2016-08-18,2016-08-19,-15.11,True,True,-27.98
078520,에이블씨엔씨,FASTCORE_078520_02,2017-09-06,2017-09-07,-27.98,True,False,
079980,휴비스,FASTCORE_079980_01,2018-05-17,2018-05-18,-16.9,True,False,
079430,현대리바트,FASTCORE_079430_01,2020-08-12,2020-08-13,-16.7,True,True,-14.54
079430,현대리바트,FASTCORE_079430_02,2021-08-19,2021-08-20,-14.54,False,False,
081660,미스토홀딩스,FASTCORE_081660_02,2023-04-06,2023-04-07,-15.37,True,True,-13.69
081660,미스토홀딩스,FASTCORE_081660_03,2025-04-09,2025-04-10,-13.69,False,True,2.35
082740,한화엔진,FASTCORE_082740_01,2022-07-12,2022-07-13,-16.75,True,True,-19.54
082740,한화엔진,FASTCORE_082740_02,2022-09-26,2022-09-27,-19.54,True,True,7.71
084010,대한제강,FASTCORE_084010_01,2018-06-18,2018-06-19,-16.74,True,True,-17.79
084010,대한제강,FASTCORE_084010_02,2026-06-05,2026-06-08,-17.79,True,False,
085620,미래에셋생명,FASTCORE_085620_01,2018-10-29,2018-10-30,-18.56,True,True,-18.49
085620,미래에셋생명,FASTCORE_085620_02,2019-06-14,2019-06-17,-18.49,True,True,92.19
089590,제주항공,FASTCORE_089590_01,2019-06-14,2019-06-17,-15.06,True,True,-15.79
089590,제주항공,FASTCORE_089590_02,2022-05-12,2022-05-13,-15.79,True,False,
088350,한화생명,FASTCORE_088350_01,2016-02-26,2016-02-29,-15.7,True,True,-15.21
088350,한화생명,FASTCORE_088350_02,2018-05-17,2018-05-18,-15.21,True,False,
086790,하나금융지주,FASTCORE_086790_01,2013-06-24,2013-06-25,-17.03,True,True,-15.23
086790,하나금융지주,FASTCORE_086790_02,2014-04-29,2014-04-30,-15.23,True,True,-14.93
086790,하나금융지주,FASTCORE_086790_03,2014-10-16,2014-10-17,-14.93,False,True,54.36
086790,하나금융지주,FASTCORE_086790_06,2023-03-14,2023-03-15,-14.45,False,True,119.0
089470,HDC현대EP,FASTCORE_089470_01,2016-01-20,2016-01-21,-16.76,True,False,
090430,아모레퍼시픽,FASTCORE_090430_01,2013-02-05,2013-02-06,-15.54,True,True,139.32
090430,아모레퍼시픽,FASTCORE_090430_03,2018-07-04,2018-07-05,-15.38,True,True,-14.05
090430,아모레퍼시픽,FASTCORE_090430_05,2024-08-07,2024-08-08,-27.03,True,True,-16.93
090430,아모레퍼시픽,FASTCORE_090430_06,2026-06-01,2026-06-02,-16.93,True,False,
090460,비에이치,FASTCORE_090460_01,2022-01-27,2022-01-28,-13.52,False,True,-16.38
090460,비에이치,FASTCORE_090460_02,2022-02-14,2022-02-15,-16.38,True,True,-15.4
090460,비에이치,FASTCORE_090460_03,2022-06-22,2022-06-23,-15.4,True,True,-15.96
090460,비에이치,FASTCORE_090460_04,2023-08-08,2023-08-09,-15.96,True,True,-21.41
090460,비에이치,FASTCORE_090460_05,2024-08-05,2024-08-06,-21.41,True,False,
093050,LF,FASTCORE_093050_01,2014-01-23,2014-01-24,-16.01,True,True,-16.8
093050,LF,FASTCORE_093050_02,2016-01-04,2016-01-05,-16.8,True,True,-16.58
093050,LF,FASTCORE_093050_03,2017-09-25,2017-09-26,-16.58,True,True,-15.65
093050,LF,FASTCORE_093050_04,2018-02-19,2018-02-20,-15.65,True,True,-14.07
093050,LF,FASTCORE_093050_05,2021-08-17,2021-08-18,-14.07,False,True,-15.55
093050,LF,FASTCORE_093050_06,2023-07-13,2023-07-14,-15.55,True,True,48.2
093370,후성,FASTCORE_093370_01,2018-10-05,2018-10-08,-15.7,True,True,-15.14
093370,후성,FASTCORE_093370_02,2020-09-16,2020-09-17,-15.14,True,False,
095570,AJ네트웍스,FASTCORE_095570_01,2022-09-29,2022-09-30,-16.33,True,False,
094800,맵스리얼티,FASTCORE_094800_01,2020-03-13,2020-03-16,-15.38,True,True,-13.12
094800,맵스리얼티,FASTCORE_094800_02,2022-09-23,2022-09-26,-13.12,False,False,
096760,JW홀딩스,FASTCORE_096760_01,2017-07-13,2017-07-14,-15.32,True,False,
095720,웅진씽크빅,FASTCORE_095720_01,2015-08-19,2015-08-20,-16.13,True,True,-15.85
096770,SK이노베이션,FASTCORE_096770_02,2020-01-16,2020-01-17,-15.82,True,False,
097950,CJ제일제당,FASTCORE_097950_01,2015-01-02,2015-01-05,-15.5,True,True,26.47
097950,CJ제일제당,FASTCORE_097950_03,2024-10-02,2024-10-04,-17.11,True,False,
100090,SK오션플랜트,FASTCORE_100090_01,2022-09-28,2022-09-29,-15.53,True,True,-18.33
100090,SK오션플랜트,FASTCORE_100090_02,2023-09-25,2023-09-26,-18.33,True,True,-15.34
100090,SK오션플랜트,FASTCORE_100090_03,2025-05-27,2025-05-28,-15.34,True,True,0.0
101530,해태제과식품,FASTCORE_101530_01,2021-08-13,2021-08-17,-14.65,False,False,
102260,동성케미컬,FASTCORE_102260_02,2017-09-21,2017-09-22,-15.33,True,True,-20.52
102260,동성케미컬,FASTCORE_102260_03,2018-10-11,2018-10-12,-20.52,True,False,
102460,이연제약,FASTCORE_102460_01,2014-12-01,2014-12-02,-16.61,True,True,17.82
102460,이연제약,FASTCORE_102460_03,2019-04-04,2019-04-05,-15.88,True,True,-7.43
103140,풍산,FASTCORE_103140_01,2014-02-03,2014-02-04,-17.25,True,True,-16.13
103140,풍산,FASTCORE_103140_02,2014-12-10,2014-12-11,-16.13,True,True,-16.01
103140,풍산,FASTCORE_103140_03,2015-08-20,2015-08-21,-16.01,True,True,35.29
105560,KB금융,FASTCORE_105560_01,2016-01-04,2016-01-05,-15.47,True,True,58.33
104700,한국철강,FASTCORE_104700_02,2017-09-11,2017-09-12,-18.08,True,True,-14.08
104700,한국철강,FASTCORE_104700_03,2018-06-27,2018-06-28,-14.08,False,True,50.59
104700,한국철강,FASTCORE_104700_06,2026-05-29,2026-06-01,-15.93,True,False,
105630,한세실업,FASTCORE_105630_01,2020-11-02,2020-11-03,-15.69,True,True,-10.12
105630,한세실업,FASTCORE_105630_03,2024-08-20,2024-08-21,-16.07,True,False,
108320,LX세미콘,FASTCORE_108320_03,2019-05-17,2019-05-20,-15.51,True,True,-16.77
108320,LX세미콘,FASTCORE_108320_04,2020-02-24,2020-02-25,-16.77,True,True,113.69
108320,LX세미콘,FASTCORE_108320_06,2023-08-14,2023-08-16,-16.8,True,False,
112610,씨에스윈드,FASTCORE_112610_02,2019-08-05,2019-08-06,-20.3,True,True,-14.83
112610,씨에스윈드,FASTCORE_112610_03,2020-06-15,2020-06-16,-14.83,False,True,129.52
112610,씨에스윈드,FASTCORE_112610_05,2023-09-21,2023-09-22,-16.52,True,True,-16.93
112610,씨에스윈드,FASTCORE_112610_06,2024-11-06,2024-11-07,-16.93,True,True,-12.98
112610,씨에스윈드,FASTCORE_112610_07,2026-03-04,2026-03-05,-12.98,False,True,-16.23
112610,씨에스윈드,FASTCORE_112610_08,2026-05-28,2026-05-29,-16.23,True,False,
108670,LX하우시스,FASTCORE_108670_02,2026-05-29,2026-06-01,-17.24,True,False,
114090,GKL,FASTCORE_114090_01,2018-02-09,2018-02-12,-18.91,True,True,-15.2
114090,GKL,FASTCORE_114090_02,2023-07-19,2023-07-20,-15.2,True,True,-17.18
114090,GKL,FASTCORE_114090_03,2025-11-12,2025-11-13,-17.18,True,False,
111770,영원무역,FASTCORE_111770_02,2018-10-29,2018-10-30,-15.67,True,True,-15.5
111770,영원무역,FASTCORE_111770_03,2019-03-08,2019-03-11,-15.5,True,True,29.8
111770,영원무역,FASTCORE_111770_05,2024-01-10,2024-01-11,-15.2,True,True,85.34
126720,수산인더스트리,FASTCORE_126720_01,2026-06-22,2026-06-23,-16.48,True,False,
122900,아이마켓코리아,FASTCORE_122900_01,2016-01-14,2016-01-15,-14.9,False,True,-15.49
122900,아이마켓코리아,FASTCORE_122900_02,2019-12-04,2019-12-05,-15.49,True,True,-14.77
122900,아이마켓코리아,FASTCORE_122900_03,2022-01-17,2022-01-18,-14.77,False,False,
120110,코오롱인더,FASTCORE_120110_01,2014-09-16,2014-09-17,-15.26,True,True,-16.21
120110,코오롱인더,FASTCORE_120110_02,2015-08-03,2015-08-04,-16.21,True,True,-12.81
120110,코오롱인더,FASTCORE_120110_03,2018-07-03,2018-07-04,-12.81,False,True,-15.56
120110,코오롱인더,FASTCORE_120110_04,2025-08-11,2025-08-12,-15.56,True,False,
126560,현대퓨처넷,FASTCORE_126560_01,2015-05-15,2015-05-18,-16.09,True,False,
128940,한미약품,FASTCORE_128940_01,2022-09-21,2022-09-22,-24.23,True,True,-19.96
128940,한미약품,FASTCORE_128940_02,2024-12-09,2024-12-10,-19.96,True,True,83.57
138040,메리츠금융지주,FASTCORE_138040_03,2026-03-04,2026-03-05,-16.74,True,False,
138930,BNK금융지주,FASTCORE_138930_01,2017-09-06,2017-09-07,-14.67,False,True,-16.99
138930,BNK금융지주,FASTCORE_138930_02,2018-06-21,2018-06-22,-16.99,True,True,16.21
139130,iM금융지주,FASTCORE_139130_01,2017-09-06,2017-09-07,-15.25,True,True,-17.28
139130,iM금융지주,FASTCORE_139130_02,2018-06-21,2018-06-22,-17.28,True,True,9.38
145720,덴티움,FASTCORE_145720_02,2022-10-11,2022-10-12,-16.17,True,False,
161390,한국타이어앤테크놀로지,FASTCORE_161390_01,2018-11-01,2018-11-02,-15.94,True,True,27.31
161390,한국타이어앤테크놀로지,FASTCORE_161390_03,2022-11-03,2022-11-04,-15.05,True,True,-1.67
145990,삼양사,FASTCORE_145990_01,2017-01-20,2017-01-23,-15.11,True,True,-15.58
145990,삼양사,FASTCORE_145990_02,2021-10-06,2021-10-07,-15.58,True,True,-19.56
145990,삼양사,FASTCORE_145990_04,2025-04-09,2025-04-10,-12.65,False,True,-16.57
145990,삼양사,FASTCORE_145990_05,2026-01-13,2026-01-14,-16.57,True,False,
175330,JB금융지주,FASTCORE_175330_01,2017-10-17,2017-10-18,-15.02,True,True,225.18
161890,한국콜마,FASTCORE_161890_01,2017-06-20,2017-06-21,-16.15,True,True,-15.67
161890,한국콜마,FASTCORE_161890_02,2018-02-14,2018-02-19,-15.67,True,True,-17.61
161890,한국콜마,FASTCORE_161890_03,2019-05-13,2019-05-14,-17.61,True,True,14.93
170900,동아에스티,FASTCORE_170900_01,2020-02-21,2020-02-24,-17.7,True,True,-16.26
170900,동아에스티,FASTCORE_170900_02,2023-10-04,2023-10-05,-16.26,True,True,-17.35
170900,동아에스티,FASTCORE_170900_03,2024-11-14,2024-11-15,-17.35,True,True,-12.85
170900,동아에스티,FASTCORE_170900_04,2026-03-04,2026-03-05,-12.85,False,False,
178920,PI첨단소재,FASTCORE_178920_02,2026-06-08,2026-06-09,-18.8,True,False,
192080,더블유게임즈,FASTCORE_192080_01,2021-03-10,2021-03-11,-16.8,True,True,38.13
180640,한진칼,FASTCORE_180640_01,2017-09-04,2017-09-05,-17.36,True,True,-16.23
180640,한진칼,FASTCORE_180640_02,2018-05-23,2018-05-24,-16.23,True,True,-15.56
180640,한진칼,FASTCORE_180640_03,2019-02-11,2019-02-12,-15.56,True,True,50.83
192650,드림텍,FASTCORE_192650_01,2023-10-19,2023-10-20,-18.89,True,False,
185750,종근당,FASTCORE_185750_01,2018-10-31,2018-11-01,-14.29,False,True,-20.18
185750,종근당,FASTCORE_185750_02,2020-03-16,2020-03-17,-20.18,True,True,103.92
181710,NHN,FASTCORE_181710_01,2016-10-17,2016-10-18,-16.54,True,True,-16.9
181710,NHN,FASTCORE_181710_02,2018-10-12,2018-10-15,-16.9,True,True,-16.44
181710,NHN,FASTCORE_181710_03,2019-07-30,2019-07-31,-16.44,True,True,-19.87
181710,NHN,FASTCORE_181710_04,2020-03-16,2020-03-17,-19.87,True,True,-16.39
181710,NHN,FASTCORE_181710_05,2020-10-27,2020-10-28,-16.39,True,True,-15.74
181710,NHN,FASTCORE_181710_06,2021-08-20,2021-08-23,-15.74,True,True,-16.91
181710,NHN,FASTCORE_181710_07,2022-01-05,2022-01-06,-16.91,True,True,-15.36
181710,NHN,FASTCORE_181710_08,2025-07-04,2025-07-07,-15.36,True,False,
183190,아세아시멘트,FASTCORE_183190_01,2018-02-28,2018-03-02,-16.93,True,True,-15.66
183190,아세아시멘트,FASTCORE_183190_02,2026-05-27,2026-05-28,-15.66,True,False,
195870,해성디에스,FASTCORE_195870_01,2020-03-12,2020-03-13,-28.34,True,True,156.92
192820,코스맥스,FASTCORE_192820_01,2018-10-24,2018-10-25,-18.09,True,True,-14.03
207940,삼성바이오로직스,FASTCORE_207940_02,2023-07-07,2023-07-10,-16.1,True,True,15.53
194370,제이에스코퍼레이션,FASTCORE_194370_01,2025-08-01,2025-08-04,-17.5,True,False,
214320,이노션,FASTCORE_214320_01,2020-03-13,2020-03-16,-17.62,True,True,-15.47
214320,이노션,FASTCORE_214320_02,2021-11-26,2021-11-29,-15.47,True,True,-15.43
214320,이노션,FASTCORE_214320_03,2025-11-03,2025-11-04,-15.43,True,True,-7.76
213500,한솔제지,FASTCORE_213500_01,2018-11-29,2018-11-30,-16.09,True,True,-15.31
213500,한솔제지,FASTCORE_213500_02,2021-11-29,2021-11-30,-15.31,True,True,-15.36
213500,한솔제지,FASTCORE_213500_03,2022-11-03,2022-11-04,-15.36,True,False,
210980,SK디앤디,FASTCORE_210980_01,2018-10-29,2018-10-30,-16.14,True,True,4.6
210980,SK디앤디,FASTCORE_210980_03,2024-01-25,2024-01-26,-15.97,True,False,
204320,HL만도,FASTCORE_204320_02,2022-09-26,2022-09-27,-17.23,True,True,-16.67
204320,HL만도,FASTCORE_204320_03,2023-08-02,2023-08-03,-16.67,True,True,-16.97
204320,HL만도,FASTCORE_204320_04,2024-07-25,2024-07-26,-16.97,True,True,-15.6
204320,HL만도,FASTCORE_204320_05,2025-03-31,2025-04-01,-15.6,True,True,0.0
200880,서연이화,FASTCORE_200880_01,2026-03-04,2026-03-05,-16.19,True,False,
226320,잇츠한불,FASTCORE_226320_01,2025-08-27,2025-08-28,-14.2,False,False,
241590,화승엔터프라이즈,FASTCORE_241590_01,2020-03-09,2020-03-10,-22.19,True,True,-17.15
241590,화승엔터프라이즈,FASTCORE_241590_02,2021-01-11,2021-01-12,-17.15,True,True,-14.11
241590,화승엔터프라이즈,FASTCORE_241590_03,2022-01-26,2022-01-27,-14.11,False,False,
241560,두산밥캣,FASTCORE_241560_03,2025-04-07,2025-04-08,-15.2,True,True,-8.32
267250,HD현대,FASTCORE_267250_01,2021-08-19,2021-08-20,-17.14,True,True,-17.62
267250,HD현대,FASTCORE_267250_02,2022-07-06,2022-07-07,-17.62,True,True,161.18
251270,넷마블,FASTCORE_251270_01,2025-10-13,2025-10-14,-16.32,True,False,
249420,일동제약,FASTCORE_249420_01,2021-02-26,2021-03-02,-15.65,True,True,197.81
271560,오리온,FASTCORE_271560_01,2020-10-26,2020-10-27,-17.31,True,True,-15.58
271560,오리온,FASTCORE_271560_02,2024-01-16,2024-01-17,-15.58,True,True,12.67
268280,미원에스씨,FASTCORE_268280_02,2026-02-27,2026-03-03,-15.55,True,False,
272210,한화시스템,FASTCORE_272210_01,2023-09-19,2023-09-20,-15.2,True,True,75.18
280360,롯데웰푸드,FASTCORE_280360_01,2021-09-29,2021-09-30,-15.2,True,True,-14.14
280360,롯데웰푸드,FASTCORE_280360_02,2023-03-14,2023-03-15,-14.14,False,True,23.94
282330,BGF리테일,FASTCORE_282330_01,2022-01-04,2022-01-05,-16.37,True,True,-16.12
282330,BGF리테일,FASTCORE_282330_02,2022-08-12,2022-08-16,-16.12,True,True,-16.46
282330,BGF리테일,FASTCORE_282330_03,2023-07-04,2023-07-05,-16.46,True,True,-14.46
282330,BGF리테일,FASTCORE_282330_04,2026-03-04,2026-03-05,-14.46,False,True,-15.41
282330,BGF리테일,FASTCORE_282330_05,2026-06-22,2026-06-23,-15.41,True,True,-2.06
284740,쿠쿠홈시스,FASTCORE_284740_01,2021-11-11,2021-11-12,-17.1,True,True,-16.27
284740,쿠쿠홈시스,FASTCORE_284740_02,2026-06-23,2026-06-24,-16.27,True,False,
285130,SK케미칼,FASTCORE_285130_01,2025-08-13,2025-08-14,-15.88,True,False,
286940,롯데이노베이트,FASTCORE_286940_01,2024-03-08,2024-03-11,-15.14,True,False,
298020,효성티앤씨,FASTCORE_298020_01,2024-06-18,2024-06-19,-15.54,True,True,-13.68
298020,효성티앤씨,FASTCORE_298020_02,2026-03-04,2026-03-05,-13.68,False,True,-15.65
298020,효성티앤씨,FASTCORE_298020_03,2026-05-20,2026-05-21,-15.65,True,False,
294870,IPARK현대산업개발,FASTCORE_294870_01,2026-03-04,2026-03-05,-11.11,False,True,-16.13
294870,IPARK현대산업개발,FASTCORE_294870_02,2026-06-01,2026-06-02,-16.13,True,False,
298040,효성중공업,FASTCORE_298040_01,2022-09-28,2022-09-29,-14.16,False,True,-15.71
298040,효성중공업,FASTCORE_298040_02,2023-01-19,2023-01-20,-15.71,True,True,108.52
306200,세아제강,FASTCORE_306200_01,2026-01-07,2026-01-08,-15.79,True,True,-14.36
306200,세아제강,FASTCORE_306200_02,2026-05-28,2026-05-29,-14.36,False,False,
316140,우리금융지주,FASTCORE_316140_01,2023-03-10,2023-03-13,-16.42,True,True,125.34
326030,SK바이오팜,FASTCORE_326030_01,2025-05-09,2025-05-12,-17.38,True,False,
352820,하이브,FASTCORE_352820_01,2024-12-09,2024-12-10,-14.76,False,True,70.88
353200,대덕전자,FASTCORE_353200_01,2023-10-26,2023-10-27,-16.06,True,False,
373220,LG에너지솔루션,FASTCORE_373220_01,2025-11-28,2025-12-01,-14.27,False,False,
381970,케이카,FASTCORE_381970_01,2026-04-01,2026-04-02,-23.75,True,False,
383800,LX홀딩스,FASTCORE_383800_01,2025-08-19,2025-08-20,-16.65,True,True,-14.75
383800,LX홀딩스,FASTCORE_383800_02,2026-06-08,2026-06-09,-14.75,False,False,
383220,F&F,FASTCORE_383220_01,2026-06-23,2026-06-24,-14.53,False,True,-17.05
383220,F&F,FASTCORE_383220_02,2026-08-03,2026-08-04,-17.05,True,False,
453340,현대그린푸드,FASTCORE_453340_01,2026-06-01,2026-06-02,-14.63,False,True,4.04
