date,strategy,equity,position_state,exposure_flag
2015-10-01,V2,1.0,FLAT,0
2015-10-02,V2,1.0,FLAT,0
2015-10-05,V2,1.0,FLAT,0
2015-10-06,V2,1.0,FLAT,0
2015-10-07,V2,1.0,FLAT,0
2015-10-08,V2,1.0,FLAT,0
2015-10-12,V2,1.0,FLAT,0
2015-10-13,V2,1.0,FLAT,0
2015-10-14,V2,1.0,FLAT,0
2015-10-15,V2,1.0,FLAT,0
2015-10-16,V2,1.0,FLAT,0
2015-10-19,V2,1.0,FLAT,0
2015-10-20,V2,1.0,FLAT,0
2015-10-21,V2,1.0,FLAT,0
2015-10-22,V2,1.0,FLAT,0
2015-10-23,V2,1.0,FLAT,0
2015-10-26,V2,1.0,FLAT,0
2015-10-27,V2,1.0,FLAT,0
2015-10-28,V2,1.0,FLAT,0
2015-10-29,V2,1.0,FLAT,0
2015-10-30,V2,1.0,FLAT,0
2015-11-02,V2,1.0,FLAT,0
2015-11-03,V2,1.0,FLAT,0
2015-11-04,V2,1.0,FLAT,0
2015-11-05,V2,1.0,FLAT,0
2015-11-06,V2,1.0,FLAT,0
2015-11-09,V2,1.0,FLAT,0
2015-11-10,V2,1.0,FLAT,0
2015-11-11,V2,1.0,FLAT,0
2015-11-12,V2,1.0,FLAT,0
2015-11-13,V2,1.0,FLAT,0
2015-11-16,V2,1.0,FLAT,0
2015-11-17,V2,1.0,FLAT,0
2015-11-18,V2,1.0,FLAT,0
2015-11-19,V2,1.0,FLAT,0
2015-11-20,V2,1.0,FLAT,0
2015-11-23,V2,1.0,FLAT,0
2015-11-24,V2,1.0,FLAT,0
2015-11-25,V2,1.0,FLAT,0
2015-11-26,V2,1.0,FLAT,0
2015-11-27,V2,1.0,FLAT,0
2015-11-30,V2,1.0,FLAT,0
2015-12-01,V2,1.0,FLAT,0
2015-12-02,V2,1.0,FLAT,0
2015-12-03,V2,1.0,FLAT,0
2015-12-04,V2,1.0,FLAT,0
2015-12-07,V2,1.0,FLAT,0
2015-12-08,V2,1.0,FLAT,0
2015-12-09,V2,1.0,FLAT,0
2015-12-10,V2,1.0,FLAT,0
2015-12-11,V2,1.0,FLAT,0
2015-12-14,V2,1.0,FLAT,0
2015-12-15,V2,1.0,FLAT,0
