comparison,group,reference,extreme_contrast,feature,feature_kind,level,n_group_rows,n_reference_rows,group_n,group_mean,group_median,group_q25,group_q75,reference_n,reference_mean,reference_median,reference_q25,reference_q75,median_difference,mean_difference,auc,effect,effect_unit,direction,grade,window_signs_P1_P21_P22_P31_P32,disjoint_signs_pre2021_from2021,qualifying_windows,windows_same_sign,disjoint_evaluable,disjoint_same_sign,group_share_pct,reference_share_pct,group_level_count,reference_level_count
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,atr_14_pct,numeric,,110,5270,110,0.0507,0.0479,0.0373,0.0632,5270,0.0444,0.0419,0.0319,0.0544,0.006,0.0063,0.5971,0.0971,AUC-0.5,HIGHER_IN_GROUP,CONSISTENT,+++++,++,5,5,True,2,,,,
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,market_cap_eok,numeric,,110,5270,110,5333.9553,1709.35,870.5325,4864.3375,5270,15647.2912,1914.42,908.6025,5457.5575,-205.07,-10313.3359,0.4856,-0.0144,AUC-0.5,LOWER_IN_GROUP,WEAK,-----,+-,5,5,True,1,,,,
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,avg_trading_value_20d_eok,numeric,,110,5270,110,94.2518,35.3,11.03,80.8325,5270,98.1855,24.475,7.2025,76.7875,10.825,-3.9337,0.5449,0.0449,AUC-0.5,HIGHER_IN_GROUP,WEAK,+----,+-,5,1,True,1,,,,
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,avg_trading_value_60d_eok,numeric,,110,5270,110,62.3355,28.15,7.46,57.82,5270,73.2613,17.02,5.4225,52.3975,11.13,-10.9258,0.5531,0.0531,AUC-0.5,HIGHER_IN_GROUP,MIXED,+----,++,5,1,True,2,,,,
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,market,categorical,KOSDAQ,110,5270,110,,,,,5270,,,,,,,,16.2998,share_pp,HIGHER_IN_GROUP,CONSISTENT,+++++,++,5,5,True,2,70.0,53.7002,77.0,2830.0
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,entry_pattern_a_stage,categorical,EARLY_TREND,110,5270,110,,,,,5270,,,,,,,,2.6634,share_pp,HIGHER_IN_GROUP,WEAK,+--++,+-,5,3,True,1,16.3636,13.7002,18.0,722.0
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,daily_risk,categorical,ELEVATED,110,5270,110,,,,,5270,,,,,,,,0.9212,share_pp,HIGHER_IN_GROUP,WEAK,+--++,+-,5,3,True,1,24.5455,23.6243,27.0,1245.0
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,fast_score_state,categorical,PARTIAL,110,5270,110,,,,,5270,,,,,,,,1.506,share_pp,HIGHER_IN_GROUP,WEAK,+++-+,++,5,4,True,2,6.3636,4.8577,7.0,256.0
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,entry_kind,categorical,REENTRY,110,5270,110,,,,,5270,,,,,,,,-8.7494,share_pp,LOWER_IN_GROUP,CONSISTENT,-----,--,5,5,True,2,50.9091,59.6584,56.0,3144.0
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,fast_conditional_status,categorical,EVENT_OBSERVED,110,5270,110,,,,,5270,,,,,,,,5.0216,share_pp,HIGHER_IN_GROUP,MIXED,+++++,-+,5,5,True,1,43.6364,38.6148,48.0,2035.0
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,investability_status,categorical,FILTERED_LIQUIDITY,110,5270,110,,,,,5270,,,,,,,,0.4278,share_pp,HIGHER_IN_GROUP,WEAK,++-++,+-,5,4,True,1,4.5455,4.1176,5.0,217.0
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,investability_status,categorical,FILTERED_MARKET_CAP,110,5270,110,,,,,5270,,,,,,,,-0.7728,share_pp,LOWER_IN_GROUP,WEAK,-++++,-+,5,1,True,1,27.2727,28.0455,30.0,1478.0
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,investability_status,categorical,INVESTABLE,110,5270,110,,,,,5270,,,,,,,,0.345,share_pp,HIGHER_IN_GROUP,WEAK,+----,+-,5,1,True,1,68.1818,67.8368,75.0,3575.0
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,fast_score,numeric,,41,5339,41,76.4976,76.67,73.35,79.8,5339,76.0942,76.85,73.265,78.49,-0.18,0.4034,0.5316,0.0316,AUC-0.5,HIGHER_IN_GROUP,WEAK,+++..,-+,3,3,True,1,,,,
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,pattern_a_score,numeric,,41,5339,41,53.0858,51.0752,37.7785,67.3617,5339,58.9568,60.4636,41.1233,77.9305,-9.3884,-5.871,0.4229,-0.0771,AUC-0.5,LOWER_IN_GROUP,CONSISTENT,---..,--,3,3,True,2,,,,
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,fast_weekly_core_score,numeric,,41,5339,41,80.8505,82.75,81.25,82.75,5339,80.5567,82.75,79.25,82.75,0.0,0.2938,0.518,0.018,AUC-0.5,HIGHER_IN_GROUP,WEAK,++-..,+-,3,2,True,1,,,,
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,range_position_24m,numeric,,41,5339,41,0.5727,0.5827,0.4657,0.6979,5339,0.548,0.5435,0.4088,0.686,0.0392,0.0247,0.5446,0.0446,AUC-0.5,HIGHER_IN_GROUP,WEAK,+++..,++,3,3,True,2,,,,
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,monthly_down_month_ratio_12m,numeric,,41,5339,41,0.4634,0.4167,0.4167,0.5833,5339,0.4771,0.5,0.4167,0.5833,-0.0833,-0.0137,0.4685,-0.0315,AUC-0.5,LOWER_IN_GROUP,WEAK,-++..,-+,3,1,True,1,,,,
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,distance_to_prior_26w_high_pct,numeric,,41,5339,41,-0.0089,-0.0051,-0.0623,0.0229,5339,0.0101,0.0101,-0.043,0.0437,-0.0152,-0.019,0.4184,-0.0816,AUC-0.5,LOWER_IN_GROUP,MIXED,-+-..,--,3,2,True,2,,,,
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,close_vs_wma200_pct,numeric,,41,5339,38,0.1991,0.1344,0.0044,0.346,5079,0.1968,0.1571,0.0312,0.3238,-0.0227,0.0023,0.4923,-0.0077,AUC-0.5,LOWER_IN_GROUP,INSUFFICIENT_EVIDENCE,+.-..,--,2,1,True,2,,,,
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,higher_weekly_low_count_13w,numeric,,41,5339,41,7.5122,7.0,7.0,8.0,5339,7.6299,8.0,7.0,9.0,-1.0,-0.1177,0.4732,-0.0268,AUC-0.5,LOWER_IN_GROUP,WEAK,--+..,-+,3,2,True,1,,,,
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,wma52_slope_1w,numeric,,41,5339,41,0.0084,0.0068,0.0037,0.0105,5339,0.0044,0.0037,0.0011,0.0072,0.0031,0.004,0.647,0.147,AUC-0.5,HIGHER_IN_GROUP,CONSISTENT,+++..,++,3,3,True,2,,,,
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,wma12_vs_wma26_pct,numeric,,41,5339,41,0.0811,0.0478,0.0149,0.111,5339,0.0564,0.0452,0.0218,0.0805,0.0026,0.0247,0.5397,0.0397,AUC-0.5,HIGHER_IN_GROUP,WEAK,+++..,++,3,3,True,2,,,,
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,weeks_since_26w_close_breakout,numeric,,41,5339,41,2.3415,1.0,0.0,4.0,5339,1.6432,0.0,0.0,2.0,1.0,0.6983,0.5751,0.0751,AUC-0.5,HIGHER_IN_GROUP,MIXED,+-+..,++,3,2,True,2,,,,
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,post_breakout_min_low_vs_level_pct_26w,numeric,,41,5339,22,-0.0582,-0.0555,-0.1009,-0.0131,2061,-0.0484,-0.0418,-0.0935,-0.0021,-0.0137,-0.0098,0.4579,-0.0421,AUC-0.5,LOWER_IN_GROUP,INSUFFICIENT_EVIDENCE,-.+..,-+,2,1,True,1,,,,
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,recent_5d_max_gap_abs_pct,numeric,,41,5339,41,0.0191,0.0177,0.0135,0.0217,5339,0.0197,0.0163,0.0103,0.0251,0.0014,-0.0006,0.5347,0.0347,AUC-0.5,HIGHER_IN_GROUP,WEAK,++-..,+-,3,2,True,1,,,,
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,atr_14_pct,numeric,,41,5339,41,0.0524,0.0491,0.038,0.0645,5339,0.0445,0.0419,0.032,0.0545,0.0072,0.0079,0.6219,0.1219,AUC-0.5,HIGHER_IN_GROUP,CONSISTENT,+++..,++,3,3,True,2,,,,
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,market_cap_eok,numeric,,41,5339,41,6068.2246,2353.24,738.15,6261.73,5339,15508.3653,1905.61,908.805,5437.345,447.63,-9440.1407,0.5032,0.0032,AUC-0.5,HIGHER_IN_GROUP,WEAK,+--..,+-,3,1,True,1,,,,
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,avg_trading_value_20d_eok,numeric,,41,5339,41,97.6678,40.5,13.97,101.07,5339,98.1084,24.49,7.235,76.775,16.01,-0.4406,0.5868,0.0868,AUC-0.5,HIGHER_IN_GROUP,MIXED,+--..,+-,3,1,True,1,,,,
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,avg_trading_value_60d_eok,numeric,,41,5339,41,65.6076,32.25,13.79,70.47,5339,73.0949,17.05,5.435,52.375,15.2,-7.4873,0.6046,0.1046,AUC-0.5,HIGHER_IN_GROUP,MIXED,+-+..,+-,3,2,True,1,,,,
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,market,categorical,KOSDAQ,41,5339,41,,,,,5339,,,,,,,,9.4532,share_pp,HIGHER_IN_GROUP,CONSISTENT,+++..,++,3,3,True,2,63.4146,53.9614,26.0,2881.0
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,entry_pattern_a_stage,categorical,EARLY_TREND,41,5339,41,,,,,5339,,,,,,,,-8.9448,share_pp,LOWER_IN_GROUP,MIXED,-+-..,--,3,2,True,2,4.878,13.8228,2.0,738.0
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,daily_risk,categorical,ELEVATED,41,5339,41,,,,,5339,,,,,,,,-1.7049,share_pp,LOWER_IN_GROUP,WEAK,+--..,+-,3,2,True,1,21.9512,23.6561,9.0,1263.0
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,fast_score_state,categorical,PARTIAL,41,5339,41,,,,,5339,,,,,,,,2.4472,share_pp,HIGHER_IN_GROUP,WEAK,+++..,-+,3,3,True,1,7.3171,4.8698,3.0,260.0
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,entry_kind,categorical,REENTRY,41,5339,41,,,,,5339,,,,,,,,-5.8657,share_pp,LOWER_IN_GROUP,MIXED,---..,-+,3,3,True,1,53.6585,59.5243,22.0,3178.0
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,fast_conditional_status,categorical,EVENT_OBSERVED,41,5339,41,,,,,5339,,,,,,,,15.0558,share_pp,HIGHER_IN_GROUP,MIXED,+-+..,++,3,2,True,2,53.6585,38.6027,22.0,2061.0
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,investability_status,categorical,FILTERED_LIQUIDITY,41,5339,41,,,,,5339,,,,,,,,-4.1581,share_pp,LOWER_IN_GROUP,WEAK,---..,--,3,3,True,2,0.0,4.1581,0.0,222.0
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,investability_status,categorical,FILTERED_MARKET_CAP,41,5339,41,,,,,5339,,,,,,,,3.7058,share_pp,HIGHER_IN_GROUP,WEAK,-++..,-+,3,2,True,1,31.7073,28.0015,13.0,1495.0
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,investability_status,categorical,INVESTABLE,41,5339,41,,,,,5339,,,,,,,,0.4523,share_pp,HIGHER_IN_GROUP,WEAK,+--..,+-,3,1,True,1,68.2927,67.8404,28.0,3622.0
WIN_50_vs_LOSS_30,WIN_50,LOSS_30,True,fast_score,numeric,,830,110,830,76.189,76.94,73.335,78.49,110,76.8471,77.89,75.49,78.685,-0.95,-0.6581,0.449,-0.051,AUC-0.5,LOWER_IN_GROUP,CONSISTENT,-+---,--,5,4,True,2,,,,
WIN_50_vs_LOSS_30,WIN_50,LOSS_30,True,pattern_a_score,numeric,,830,110,830,59.937,61.2597,44.0469,78.318,110,58.322,60.4733,38.0699,78.0219,0.7864,1.615,0.5206,0.0206,AUC-0.5,HIGHER_IN_GROUP,WEAK,+++++,-+,5,5,True,1,,,,
WIN_50_vs_LOSS_30,WIN_50,LOSS_30,True,fast_weekly_core_score,numeric,,830,110,830,80.5554,82.75,79.25,82.75,110,81.3798,82.75,81.385,82.75,0.0,-0.8244,0.4405,-0.0595,AUC-0.5,LOWER_IN_GROUP,CONSISTENT,-+---,--,5,4,True,2,,,,
WIN_50_vs_LOSS_30,WIN_50,LOSS_30,True,range_position_24m,numeric,,830,110,830,0.5493,0.5506,0.4158,0.6894,110,0.5942,0.5982,0.4743,0.7244,-0.0476,-0.0449,0.4209,-0.0791,AUC-0.5,LOWER_IN_GROUP,CONSISTENT,-+---,--,5,4,True,2,,,,
WIN_50_vs_LOSS_30,WIN_50,LOSS_30,True,monthly_down_month_ratio_12m,numeric,,830,110,830,0.4817,0.5,0.4167,0.5833,110,0.4568,0.4167,0.4167,0.5,0.0833,0.0249,0.5593,0.0593,AUC-0.5,HIGHER_IN_GROUP,CONSISTENT,+-+++,++,5,4,True,2,,,,
WIN_50_vs_LOSS_30,WIN_50,LOSS_30,True,distance_to_prior_26w_high_pct,numeric,,830,110,830,0.0069,0.0081,-0.0419,0.0406,110,0.0115,0.0081,-0.0575,0.0469,0.0,-0.0046,0.4975,-0.0025,AUC-0.5,LOWER_IN_GROUP,WEAK,-++++,-+,5,1,True,1,,,,
WIN_50_vs_LOSS_30,WIN_50,LOSS_30,True,close_vs_wma200_pct,numeric,,830,110,800,0.1785,0.1346,0.0297,0.2973,103,0.2453,0.2011,0.0505,0.3846,-0.0665,-0.0668,0.422,-0.078,AUC-0.5,LOWER_IN_GROUP,CONSISTENT,-----,--,5,5,True,2,,,,
WIN_50_vs_LOSS_30,WIN_50,LOSS_30,True,higher_weekly_low_count_13w,numeric,,830,110,830,7.6,8.0,7.0,9.0,110,7.5636,8.0,7.0,9.0,0.0,0.0364,0.5074,0.0074,AUC-0.5,HIGHER_IN_GROUP,WEAK,++-++,+-,5,4,True,1,,,,
WIN_50_vs_LOSS_30,WIN_50,LOSS_30,True,wma52_slope_1w,numeric,,830,110,830,0.004,0.0033,0.0009,0.0067,110,0.008,0.0068,0.0029,0.0107,-0.0035,-0.004,0.3305,-0.1695,AUC-0.5,LOWER_IN_GROUP,CONSISTENT,-----,--,5,5,True,2,,,,
WIN_50_vs_LOSS_30,WIN_50,LOSS_30,True,wma12_vs_wma26_pct,numeric,,830,110,830,0.0519,0.042,0.0173,0.0752,110,0.081,0.0636,0.0228,0.1176,-0.0216,-0.0291,0.4005,-0.0995,AUC-0.5,LOWER_IN_GROUP,CONSISTENT,-----,--,5,5,True,2,,,,
WIN_50_vs_LOSS_30,WIN_50,LOSS_30,True,weeks_since_26w_close_breakout,numeric,,830,110,830,1.6036,0.0,0.0,2.0,110,2.1273,0.0,0.0,4.0,0.0,-0.5237,0.4662,-0.0338,AUC-0.5,LOWER_IN_GROUP,WEAK,-----,+-,5,5,True,1,,,,
WIN_50_vs_LOSS_30,WIN_50,LOSS_30,True,post_breakout_min_low_vs_level_pct_26w,numeric,,830,110,325,-0.0478,-0.0417,-0.0887,-0.0062,48,-0.0701,-0.0683,-0.1227,-0.0115,0.0266,0.0223,0.5836,0.0836,AUC-0.5,HIGHER_IN_GROUP,CONSISTENT,+++++,++,5,5,True,2,,,,
WIN_50_vs_LOSS_30,WIN_50,LOSS_30,True,recent_5d_max_gap_abs_pct,numeric,,830,110,830,0.0194,0.0153,0.01,0.0244,110,0.0198,0.0182,0.0141,0.0239,-0.0029,-0.0004,0.4244,-0.0756,AUC-0.5,LOWER_IN_GROUP,CONSISTENT,-----,--,5,5,True,2,,,,
WIN_50_vs_LOSS_30,WIN_50,LOSS_30,True,atr_14_pct,numeric,,830,110,830,0.0418,0.0394,0.0303,0.0511,110,0.0507,0.0479,0.0373,0.0632,-0.0085,-0.0089,0.3638,-0.1362,AUC-0.5,LOWER_IN_GROUP,CONSISTENT,-----,--,5,5,True,2,,,,
WIN_50_vs_LOSS_30,WIN_50,LOSS_30,True,market_cap_eok,numeric,,830,110,830,22196.9873,1811.935,754.0025,6424.7925,110,5333.9553,1709.35,870.5325,4864.3375,102.585,16863.032,0.4955,-0.0045,AUC-0.5,LOWER_IN_GROUP,WEAK,-++++,-+,5,1,True,1,,,,
WIN_50_vs_LOSS_30,WIN_50,LOSS_30,True,avg_trading_value_20d_eok,numeric,,830,110,830,111.1449,19.2,4.5625,72.4325,110,94.2518,35.3,11.03,80.8325,-16.1,16.8931,0.4168,-0.0832,AUC-0.5,LOWER_IN_GROUP,MIXED,-++++,-+,5,1,True,1,,,,
WIN_50_vs_LOSS_30,WIN_50,LOSS_30,True,avg_trading_value_60d_eok,numeric,,830,110,830,91.4231,13.065,3.0525,51.4025,110,62.3355,28.15,7.46,57.82,-15.085,29.0876,0.412,-0.088,AUC-0.5,LOWER_IN_GROUP,MIXED,-++++,-+,5,1,True,1,,,,
WIN_50_vs_LOSS_30,WIN_50,LOSS_30,True,market,categorical,KOSDAQ,830,110,830,,,,,110,,,,,,,,-17.1084,share_pp,LOWER_IN_GROUP,CONSISTENT,-----,--,5,5,True,2,52.8916,70.0,439.0,77.0
WIN_50_vs_LOSS_30,WIN_50,LOSS_30,True,entry_pattern_a_stage,categorical,EARLY_TREND,830,110,830,,,,,110,,,,,,,,-3.713,share_pp,LOWER_IN_GROUP,WEAK,-++++,-+,5,1,True,1,12.6506,16.3636,105.0,18.0
WIN_50_vs_LOSS_30,WIN_50,LOSS_30,True,daily_risk,categorical,ELEVATED,830,110,830,,,,,110,,,,,,,,-4.0635,share_pp,LOWER_IN_GROUP,WEAK,-++--,-+,5,3,True,1,20.4819,24.5455,170.0,27.0
WIN_50_vs_LOSS_30,WIN_50,LOSS_30,True,fast_score_state,categorical,PARTIAL,830,110,830,,,,,110,,,,,,,,-2.7492,share_pp,LOWER_IN_GROUP,WEAK,---+-,--,5,4,True,2,3.6145,6.3636,30.0,7.0
WIN_50_vs_LOSS_30,WIN_50,LOSS_30,True,entry_kind,categorical,REENTRY,830,110,830,,,,,110,,,,,,,,4.1512,share_pp,HIGHER_IN_GROUP,WEAK,+++++,++,5,5,True,2,55.0602,50.9091,457.0,56.0
WIN_50_vs_LOSS_30,WIN_50,LOSS_30,True,fast_conditional_status,categorical,EVENT_OBSERVED,830,110,830,,,,,110,,,,,,,,-4.4797,share_pp,LOWER_IN_GROUP,WEAK,---+-,+-,5,4,True,1,39.1566,43.6364,325.0,48.0
WIN_50_vs_LOSS_30,WIN_50,LOSS_30,True,investability_status,categorical,FILTERED_LIQUIDITY,830,110,830,,,,,110,,,,,,,,1.1172,share_pp,HIGHER_IN_GROUP,WEAK,+-+--,++,5,2,True,2,5.6627,4.5455,47.0,5.0
WIN_50_vs_LOSS_30,WIN_50,LOSS_30,True,investability_status,categorical,FILTERED_MARKET_CAP,830,110,830,,,,,110,,,,,,,,5.3779,share_pp,HIGHER_IN_GROUP,MIXED,+----,+-,5,1,True,1,32.6506,27.2727,271.0,30.0
WIN_50_vs_LOSS_30,WIN_50,LOSS_30,True,investability_status,categorical,INVESTABLE,830,110,830,,,,,110,,,,,,,,-6.4951,share_pp,LOWER_IN_GROUP,MIXED,-++++,-+,5,1,True,1,61.6867,68.1818,512.0,75.0
WIN_100_vs_LOSS_50,WIN_100,LOSS_50,True,fast_score,numeric,,346,41,346,76.1338,76.85,73.2525,78.49,41,76.4976,76.67,73.35,79.8,0.18,-0.3638,0.4717,-0.0283,AUC-0.5,LOWER_IN_GROUP,WEAK,---..,+-,3,3,True,1,,,,
WIN_100_vs_LOSS_50,WIN_100,LOSS_50,True,pattern_a_score,numeric,,346,41,346,59.9297,60.6198,46.1684,78.1696,41,53.0858,51.0752,37.7785,67.3617,9.5446,6.8439,0.5941,0.0941,AUC-0.5,HIGHER_IN_GROUP,CONSISTENT,+++..,++,3,3,True,2,,,,
WIN_100_vs_LOSS_50,WIN_100,LOSS_50,True,fast_weekly_core_score,numeric,,346,41,346,80.4198,82.75,79.25,82.75,41,80.8505,82.75,81.25,82.75,0.0,-0.4307,0.4785,-0.0215,AUC-0.5,LOWER_IN_GROUP,WEAK,--+..,--,3,2,True,2,,,,
WIN_100_vs_LOSS_50,WIN_100,LOSS_50,True,range_position_24m,numeric,,346,41,346,0.5414,0.5301,0.412,0.6784,41,0.5727,0.5827,0.4657,0.6979,-0.0526,-0.0313,0.4434,-0.0566,AUC-0.5,LOWER_IN_GROUP,MIXED,-+-..,--,3,2,True,2,,,,
WIN_100_vs_LOSS_50,WIN_100,LOSS_50,True,monthly_down_month_ratio_12m,numeric,,346,41,346,0.4819,0.5,0.4167,0.5833,41,0.4634,0.4167,0.4167,0.5833,0.0833,0.0185,0.5395,0.0395,AUC-0.5,HIGHER_IN_GROUP,WEAK,+--..,+-,3,1,True,1,,,,
WIN_100_vs_LOSS_50,WIN_100,LOSS_50,True,distance_to_prior_26w_high_pct,numeric,,346,41,346,0.0073,0.0086,-0.0406,0.0382,41,-0.0089,-0.0051,-0.0623,0.0229,0.0137,0.0162,0.574,0.074,AUC-0.5,HIGHER_IN_GROUP,CONSISTENT,+++..,++,3,3,True,2,,,,
WIN_100_vs_LOSS_50,WIN_100,LOSS_50,True,close_vs_wma200_pct,numeric,,346,41,335,0.1739,0.1311,0.0201,0.2954,38,0.1991,0.1344,0.0044,0.346,-0.0033,-0.0252,0.4811,-0.0189,AUC-0.5,LOWER_IN_GROUP,INSUFFICIENT_EVIDENCE,-.-..,--,2,2,True,2,,,,
WIN_100_vs_LOSS_50,WIN_100,LOSS_50,True,higher_weekly_low_count_13w,numeric,,346,41,346,7.6763,8.0,7.0,9.0,41,7.5122,7.0,7.0,8.0,1.0,0.1641,0.5375,0.0375,AUC-0.5,HIGHER_IN_GROUP,WEAK,++-..,+-,3,2,True,1,,,,
WIN_100_vs_LOSS_50,WIN_100,LOSS_50,True,wma52_slope_1w,numeric,,346,41,346,0.0038,0.003,0.0008,0.0066,41,0.0084,0.0068,0.0037,0.0105,-0.0038,-0.0046,0.3211,-0.1789,AUC-0.5,LOWER_IN_GROUP,CONSISTENT,---..,--,3,3,True,2,,,,
WIN_100_vs_LOSS_50,WIN_100,LOSS_50,True,wma12_vs_wma26_pct,numeric,,346,41,346,0.0505,0.0421,0.0191,0.0685,41,0.0811,0.0478,0.0149,0.111,-0.0057,-0.0306,0.4379,-0.0621,AUC-0.5,LOWER_IN_GROUP,CONSISTENT,---..,--,3,3,True,2,,,,
WIN_100_vs_LOSS_50,WIN_100,LOSS_50,True,weeks_since_26w_close_breakout,numeric,,346,41,346,1.4769,0.0,0.0,2.0,41,2.3415,1.0,0.0,4.0,-1.0,-0.8646,0.4219,-0.0781,AUC-0.5,LOWER_IN_GROUP,MIXED,-+-..,--,3,2,True,2,,,,
WIN_100_vs_LOSS_50,WIN_100,LOSS_50,True,post_breakout_min_low_vs_level_pct_26w,numeric,,346,41,136,-0.0488,-0.0351,-0.0892,-0.0061,22,-0.0582,-0.0555,-0.1009,-0.0131,0.0204,0.0094,0.5505,0.0505,AUC-0.5,HIGHER_IN_GROUP,INSUFFICIENT_EVIDENCE,+.-..,+-,2,1,True,1,,,,
WIN_100_vs_LOSS_50,WIN_100,LOSS_50,True,recent_5d_max_gap_abs_pct,numeric,,346,41,346,0.0198,0.0163,0.0102,0.0255,41,0.0191,0.0177,0.0135,0.0217,-0.0014,0.0007,0.4636,-0.0364,AUC-0.5,LOWER_IN_GROUP,WEAK,--+..,-+,3,2,True,1,,,,
WIN_100_vs_LOSS_50,WIN_100,LOSS_50,True,atr_14_pct,numeric,,346,41,346,0.0423,0.039,0.0303,0.0523,41,0.0524,0.0491,0.038,0.0645,-0.0101,-0.0101,0.3491,-0.1509,AUC-0.5,LOWER_IN_GROUP,CONSISTENT,---..,--,3,3,True,2,,,,
WIN_100_vs_LOSS_50,WIN_100,LOSS_50,True,market_cap_eok,numeric,,346,41,346,26452.6312,1373.09,623.305,6287.6525,41,6068.2246,2353.24,738.15,6261.73,-980.15,20384.4066,0.4471,-0.0529,AUC-0.5,LOWER_IN_GROUP,MIXED,-++..,-+,3,1,True,1,,,,
WIN_100_vs_LOSS_50,WIN_100,LOSS_50,True,avg_trading_value_20d_eok,numeric,,346,41,346,119.8091,15.74,4.22,71.8775,41,97.6678,40.5,13.97,101.07,-24.76,22.1413,0.365,-0.135,AUC-0.5,LOWER_IN_GROUP,MIXED,-++..,-+,3,1,True,1,,,,
WIN_100_vs_LOSS_50,WIN_100,LOSS_50,True,avg_trading_value_60d_eok,numeric,,346,41,346,107.3547,10.8,2.595,52.74,41,65.6076,32.25,13.79,70.47,-21.45,41.7471,0.3498,-0.1502,AUC-0.5,LOWER_IN_GROUP,MIXED,-++..,-+,3,1,True,1,,,,
WIN_100_vs_LOSS_50,WIN_100,LOSS_50,True,market,categorical,KOSDAQ,346,41,346,,,,,41,,,,,,,,-9.9464,share_pp,LOWER_IN_GROUP,CONSISTENT,---..,--,3,3,True,2,53.4682,63.4146,185.0,26.0
WIN_100_vs_LOSS_50,WIN_100,LOSS_50,True,entry_pattern_a_stage,categorical,EARLY_TREND,346,41,346,,,,,41,,,,,,,,5.5266,share_pp,HIGHER_IN_GROUP,MIXED,+-+..,++,3,2,True,2,10.4046,4.878,36.0,2.0
WIN_100_vs_LOSS_50,WIN_100,LOSS_50,True,daily_risk,categorical,ELEVATED,346,41,346,,,,,41,,,,,,,,-1.431,share_pp,LOWER_IN_GROUP,WEAK,-++..,-+,3,1,True,1,20.5202,21.9512,71.0,9.0
WIN_100_vs_LOSS_50,WIN_100,LOSS_50,True,fast_score_state,categorical,PARTIAL,346,41,346,,,,,41,,,,,,,,-4.1379,share_pp,LOWER_IN_GROUP,WEAK,---..,--,3,3,True,2,3.1792,7.3171,11.0,3.0
WIN_100_vs_LOSS_50,WIN_100,LOSS_50,True,entry_kind,categorical,REENTRY,346,41,346,,,,,41,,,,,,,,-2.7915,share_pp,LOWER_IN_GROUP,WEAK,-++..,+-,3,1,True,1,50.8671,53.6585,176.0,22.0
WIN_100_vs_LOSS_50,WIN_100,LOSS_50,True,fast_conditional_status,categorical,EVENT_OBSERVED,346,41,346,,,,,41,,,,,,,,-14.3522,share_pp,LOWER_IN_GROUP,MIXED,-+-..,--,3,2,True,2,39.3064,53.6585,136.0,22.0
WIN_100_vs_LOSS_50,WIN_100,LOSS_50,True,investability_status,categorical,FILTERED_LIQUIDITY,346,41,346,,,,,41,,,,,,,,5.2023,share_pp,HIGHER_IN_GROUP,MIXED,+0+..,++,3,2,True,2,5.2023,0.0,18.0,0.0
WIN_100_vs_LOSS_50,WIN_100,LOSS_50,True,investability_status,categorical,FILTERED_MARKET_CAP,346,41,346,,,,,41,,,,,,,,7.31,share_pp,HIGHER_IN_GROUP,MIXED,+--..,+-,3,1,True,1,39.0173,31.7073,135.0,13.0
