ticker,name,raw_market,market,close,volume,trading_value,market_cap,shares_outstanding,effective_date
060310,3S,KOSDAQ,KOSDAQ,2410,195825,474558470,108960666950,45211895,2021-03-26
095570,AJ네트웍스,KOSPI,KOSPI,4400,83624,362627010,206018098000,46822295,2021-03-26
006840,AK홀딩스,KOSPI,KOSPI,28900,47200,1354812200,382854512900,13247561,2021-03-26
054620,APS홀딩스,KOSDAQ,KOSDAQ,9050,674205,6035208800,184567700050,20394221,2021-03-26
265520,AP시스템,KOSDAQ,KOSDAQ,29100,177962,5165330850,421374605700,14480227,2021-03-26
211270,AP위성,KOSDAQ,KOSDAQ,16150,1275424,21032983200,243256209600,15062304,2021-03-26
027410,BGF,KOSPI,KOSPI,6490,1132142,7301673320,621201973590,95716791,2021-03-26
282330,BGF리테일,KOSPI,KOSPI,163500,28074,4637661500,2825918631000,17283906,2021-03-26
138930,BNK금융지주,KOSPI,KOSPI,6740,1583802,10646224350,2196803558040,325935246,2021-03-26
001460,BYC,KOSPI,KOSPI,345500,536,183214500,215804482500,624615,2021-03-26
001465,BYC우,KOSPI,KOSPI,150000,488,72963000,32307750000,215385,2021-03-26
001040,CJ,KOSPI,KOSPI,94200,74187,6933143800,2748473211600,29176998,2021-03-26
079160,CJ CGV,KOSPI,KOSPI,28400,212317,6039455950,996840000000,35100000,2021-03-26
035760,CJ ENM,KOSDAQ,KOSDAQ,141400,89081,12572960400,3100782375600,21929154,2021-03-26
00104K,CJ4우(전환),KOSPI,KOSPI,74300,7177,528053900,314029841600,4226512,2021-03-26
000120,CJ대한통운,KOSPI,KOSPI,185000,152253,28067972000,4220283640000,22812344,2021-03-26
011150,CJ씨푸드,KOSPI,KOSPI,4760,288680,1376629335,171030479480,35930773,2021-03-26
011155,CJ씨푸드1우,KOSPI,KOSPI,37500,615,23049000,7500000000,200000,2021-03-26
001045,CJ우,KOSPI,KOSPI,55100,1590,87559900,124538287300,2260223,2021-03-26
097950,CJ제일제당,KOSPI,KOSPI,417500,35258,14747764000,6285122655000,15054186,2021-03-26
097955,CJ제일제당 우,KOSPI,KOSPI,188000,2789,524138000,249557404000,1327433,2021-03-26
051500,CJ프레시웨이,KOSDAQ,KOSDAQ,24300,77541,1893706850,288479539800,11871586,2021-03-26
058820,CMG제약,KOSDAQ,KOSDAQ,4455,552013,2454303950,618764947020,138892244,2021-03-26
023460,CNH,KOSDAQ,KOSDAQ,2825,124537,349903240,105090000000,37200000,2021-03-26
056000,COWON,KOSDAQ,KOSDAQ,2860,0,0,56399843500,19720225,2021-03-26
065770,CS,KOSDAQ,KOSDAQ,2740,1225630,3337131110,51608311000,18835150,2021-03-26
083660,CSA 코스믹,KOSDAQ,KOSDAQ,2000,1090499,2392987345,74144090000,37072045,2021-03-26
000590,CS홀딩스,KOSPI,KOSPI,60300,5789,345832200,69615264600,1154482,2021-03-26
012030,DB,KOSPI,KOSPI,868,721620,630278018,174618973844,201173933,2021-03-26
